,M
10971,-16395
10972,-16373
10973,-16338
10974,-16290
10975,-16229
10976,-16154
10977,-16067
10978,-15966
10979,-15852
10980,-15726
10981,-15586
10982,-15434
10983,-15270
10984,-15092
10985,-14903
10986,-14702
10987,-14489
10988,-14264
10989,-14027
10990,-13779
10991,-13520
10992,-13250
10993,-12969
10994,-12678
10995,-12376
10996,-12064
10997,-11742
10998,-11412
10999,-11071
11000,-10722
11001,-10364
11002,-9997
11003,-9623
11004,-9240
11005,-8851
11006,-8453
11007,-8049
11008,-7639
11009,-7222
11010,-6800
11011,-6371
11012,-5938
11013,-5500
11014,-5058
11015,-4611
11016,-4161
11017,-3707
11018,-3250
11019,-2791
11020,-2329
11021,-1866
11022,-1401
11023,-934
11024,-467
11025,0
11026,467
11027,935
11028,1401
11029,1866
11030,2329
11031,2791
11032,3251
11033,3707
11034,4161
11035,4611
11036,5058
11037,5500
11038,5938
11039,6372
11040,6800
11041,7223
11042,7639
11043,8049
11044,8453
11045,8851
11046,9240
11047,9623
11048,9997
11049,10364
11050,10722
11051,11071
11052,11412
11053,11743
11054,12064
11055,12376
11056,12678
11057,12969
11058,13250
11059,13520
11060,13780
11061,14028
11062,14264
11063,14489
11064,14702
11065,14903
11066,15093
11067,15270
11068,15434
11069,15586
11070,15726
11071,15852
11072,15966
11073,16067
11074,16155
11075,16229
11076,16290
11077,16339
11078,16373
11079,16395
11080,16404
11081,16398
11082,16380
11083,16348
11084,16304
11085,16245
11086,16174
11087,16090
11088,15992
11089,15882
11090,15758
11091,15622
11092,15474
11093,15312
11094,15138
11095,14952
11096,14754
11097,14544
11098,14322
11099,14088
11100,13842
11101,13586
11102,13319
11103,13040
11104,12752
11105,12453
11106,12143
11107,11824
11108,11495
11109,11157
11110,10810
11111,10454
11112,10090
11113,9717
11114,9337
11115,8949
11116,8553
11117,8151
11118,7742
11119,7327
11120,6906
11121,6479
11122,6047
11123,5611
11124,5169
11125,4723
11126,4274
11127,3821
11128,3365
11129,2906
11130,2445
11131,1982
11132,1517
11133,1051
11134,584
11135,117
11136,-350
11137,-818
11138,-1284
11139,-1749
11140,-2213
11141,-2676
11142,-3136
11143,-3593
11144,-4048
11145,-4499
11146,-4946
11147,-5390
11148,-5829
11149,-6264
11150,-6693
11151,-7117
11152,-7535
11153,-7947
11154,-8353
11155,-8752
11156,-9144
11157,-9528
11158,-9905
11159,-10273
11160,-10633
11161,-10985
11162,-11327
11163,-11661
11164,-11985
11165,-12299
11166,-12603
11167,-12897
11168,-13181
11169,-13453
11170,-13716
11171,-13966
11172,-14206
11173,-14434
11174,-14650
11175,-14854
11176,-15046
11177,-15226
11178,-15394
11179,-15549
11180,-15692
11181,-15822
11182,-15939
11183,-16042
11184,-16134
11185,-16211
11186,-16276
11187,-16327
11188,-16366
11189,-16391
11190,-16402
11191,-16401
11192,-16386
11193,-16357
11194,-16316
11195,-16261
11196,-16193
11197,-16112
11198,-16018
11199,-15910
11200,-15790
11201,-15657
11202,-15511
11203,-15353
11204,-15183
11205,-14999
11206,-14804
11207,-14597
11208,-14378
11209,-14147
11210,-13905
11211,-13651
11212,-13386
11213,-13111
11214,-12825
11215,-12528
11216,-12221
11217,-11905
11218,-11578
11219,-11243
11220,-10897
11221,-10544
11222,-10182
11223,-9811
11224,-9432
11225,-9046
11226,-8653
11227,-8252
11228,-7845
11229,-7431
11230,-7012
11231,-6586
11232,-6155
11233,-5720
11234,-5280
11235,-4835
11236,-4386
11237,-3934
11238,-3479
11239,-3021
11240,-2560
11241,-2098
11242,-1633
11243,-1167
11244,-701
11245,-233
11246,234
11247,701
11248,1168
11249,1634
11250,2098
11251,2561
11252,3021
11253,3479
11254,3934
11255,4386
11256,4835
11257,5280
11258,5720
11259,6156
11260,6587
11261,7012
11262,7432
11263,7845
11264,8252
11265,8653
11266,9046
11267,9433
11268,9811
11269,10182
11270,10544
11271,10898
11272,11243
11273,11579
11274,11905
11275,12222
11276,12528
11277,12825
11278,13111
11279,13387
11280,13651
11281,13905
11282,14147
11283,14378
11284,14597
11285,14804
11286,15000
11287,15183
11288,15354
11289,15512
11290,15658
11291,15790
11292,15911
11293,16018
11294,16112
11295,16193
11296,16261
11297,16316
11298,16358
11299,16386
11300,16401
11301,16403
11302,16391
11303,16366
11304,16328
11305,16276
11306,16211
11307,16134
11308,16043
11309,15939
11310,15822
11311,15692
11312,15549
11313,15394
11314,15227
11315,15046
11316,14855
11317,14650
11318,14434
11319,14206
11320,13966
11321,13716
11322,13454
11323,13181
11324,12898
11325,12603
11326,12299
11327,11985
11328,11661
11329,11328
11330,10985
11331,10633
11332,10273
11333,9905
11334,9528
11335,9144
11336,8752
11337,8353
11338,7947
11339,7535
11340,7117
11341,6693
11342,6264
11343,5829
11344,5390
11345,4947
11346,4499
11347,4048
11348,3593
11349,3136
11350,2676
11351,2214
11352,1750
11353,1284
11354,818
11355,351
11356,-117
11357,-584
11358,-1051
11359,-1517
11360,-1982
11361,-2445
11362,-2906
11363,-3364
11364,-3821
11365,-4274
11366,-4723
11367,-5169
11368,-5610
11369,-6047
11370,-6479
11371,-6906
11372,-7327
11373,-7742
11374,-8151
11375,-8553
11376,-8948
11377,-9337
11378,-9717
11379,-10090
11380,-10454
11381,-10810
11382,-11157
11383,-11495
11384,-11824
11385,-12143
11386,-12452
11387,-12751
11388,-13040
11389,-13319
11390,-13586
11391,-13842
11392,-14087
11393,-14321
11394,-14543
11395,-14753
11396,-14952
11397,-15138
11398,-15312
11399,-15473
11400,-15622
11401,-15758
11402,-15881
11403,-15992
11404,-16089
11405,-16174
11406,-16245
11407,-16303
11408,-16348
11409,-16380
11410,-16398
11411,-16403
11412,-16395
11413,-16373
11414,-16338
11415,-16290
11416,-16229
11417,-16154
11418,-16066
11419,-15966
11420,-15852
11421,-15725
11422,-15586
11423,-15434
11424,-15269
11425,-15093
11426,-14903
11427,-14702
11428,-14489
11429,-14264
11430,-14027
11431,-13779
11432,-13520
11433,-13250
11434,-12969
11435,-12678
11436,-12376
11437,-12064
11438,-11742
11439,-11411
11440,-11071
11441,-10722
11442,-10364
11443,-9997
11444,-9623
11445,-9240
11446,-8850
11447,-8453
11448,-8049
11449,-7639
11450,-7222
11451,-6800
11452,-6371
11453,-5938
11454,-5500
11455,-5058
11456,-4611
11457,-4161
11458,-3707
11459,-3250
11460,-2791
11461,-2329
11462,-1866
11463,-1401
11464,-934
11465,-467
11466,0
11467,467
11468,934
11469,1401
11470,1866
11471,2329
11472,2791
11473,3251
11474,3707
11475,4161
11476,4611
11477,5058
11478,5500
11479,5939
11480,6372
11481,6800
11482,7222
11483,7639
11484,8050
11485,8454
11486,8851
11487,9240
11488,9623
11489,9998
11490,10364
11491,10722
11492,11071
11493,11412
11494,11743
11495,12064
11496,12376
11497,12678
11498,12969
11499,13250
11500,13520
11501,13780
11502,14027
11503,14264
11504,14489
11505,14702
11506,14904
11507,15093
11508,15270
11509,15434
11510,15586
11511,15726
11512,15852
11513,15966
11514,16067
11515,16155
11516,16229
11517,16290
11518,16339
11519,16373
11520,16395
11521,16403
11522,16398
11523,16380
11524,16348
11525,16304
11526,16245
11527,16174
11528,16090
11529,15992
11530,15882
11531,15759
11532,15622
11533,15473
11534,15312
11535,15138
11536,14952
11537,14754
11538,14544
11539,14322
11540,14088
11541,13843
11542,13586
11543,13319
11544,13041
11545,12752
11546,12452
11547,12143
11548,11824
11549,11495
11550,11157
11551,10810
11552,10454
11553,10090
11554,9717
11555,9337
11556,8949
11557,8553
11558,8151
11559,7742
11560,7327
11561,6906
11562,6479
11563,6047
11564,5611
11565,5169
11566,4723
11567,4274
11568,3821
11569,3365
11570,2906
11571,2445
11572,1982
11573,1517
11574,1051
11575,584
11576,117
11577,-350
11578,-817
11579,-1284
11580,-1749
11581,-2213
11582,-2676
11583,-3136
11584,-3593
11585,-4047
11586,-4499
11587,-4947
11588,-5390
11589,-5829
11590,-6264
11591,-6693
11592,-7117
11593,-7535
11594,-7947
11595,-8353
11596,-8752
11597,-9143
11598,-9528
11599,-9904
11600,-10273
11601,-10633
11602,-10985
11603,-11327
11604,-11661
11605,-11985
11606,-12299
11607,-12603
11608,-12897
11609,-13181
11610,-13454
11611,-13716
11612,-13966
11613,-14206
11614,-14434
11615,-14650
11616,-14854
11617,-15046
11618,-15226
11619,-15394
11620,-15549
11621,-15692
11622,-15822
11623,-15939
11624,-16042
11625,-16133
11626,-16211
11627,-16276
11628,-16327
11629,-16366
11630,-16391
11631,-16402
11632,-16401
11633,-16386
11634,-16358
11635,-16316
11636,-16261
11637,-16193
11638,-16112
11639,-16018
11640,-15910
11641,-15790
11642,-15657
11643,-15512
11644,-15353
11645,-15183
11646,-15000
11647,-14804
11648,-14597
11649,-14378
11650,-14147
11651,-13905
11652,-13651
11653,-13386
11654,-13111
11655,-12825
11656,-12528
11657,-12221
11658,-11904
11659,-11578
11660,-11242
11661,-10898
11662,-10544
11663,-10182
11664,-9811
11665,-9433
11666,-9046
11667,-8653
11668,-8252
11669,-7845
11670,-7431
11671,-7012
11672,-6586
11673,-6156
11674,-5720
11675,-5280
11676,-4835
11677,-4386
11678,-3934
11679,-3479
11680,-3021
11681,-2560
11682,-2097
11683,-1633
11684,-1167
11685,-701
11686,-233
11687,234
11688,701
11689,1168
11690,1633
11691,2098
11692,2561
11693,3021
11694,3479
11695,3934
11696,4386
11697,4835
11698,5280
11699,5720
11700,6156
11701,6586
11702,7012
11703,7431
11704,7845
11705,8253
11706,8653
11707,9047
11708,9433
11709,9811
11710,10182
11711,10544
11712,10898
11713,11243
11714,11578
11715,11905
11716,12222
11717,12528
11718,12825
11719,13111
11720,13387
11721,13651
11722,13905
11723,14147
11724,14378
11725,14597
11726,14805
11727,15000
11728,15183
11729,15353
11730,15512
11731,15658
11732,15790
11733,15911
11734,16018
11735,16112
11736,16193
11737,16262
11738,16316
11739,16358
11740,16386
11741,16401
11742,16403
11743,16391
11744,16366
11745,16328
11746,16276
11747,16212
11748,16134
11749,16043
11750,15939
11751,15822
11752,15692
11753,15549
11754,15394
11755,15227
11756,15046
11757,14855
11758,14650
11759,14434
11760,14206
11761,13967
11762,13716
11763,13454
11764,13181
11765,12897
11766,12603
11767,12299
11768,11985
11769,11661
11770,11327
11771,10985
11772,10633
11773,10273
11774,9905
11775,9528
11776,9144
11777,8752
11778,8353
11779,7948
11780,7536
11781,7117
11782,6693
11783,6264
11784,5829
11785,5390
11786,4947
11787,4499
11788,4048
11789,3593
11790,3136
11791,2676
11792,2214
11793,1750
11794,1284
11795,818
11796,351
11797,-117
11798,-584
11799,-1051
11800,-1517
11801,-1981
11802,-2445
11803,-2906
11804,-3365
11805,-3821
11806,-4274
11807,-4723
11808,-5169
11809,-5610
11810,-6047
11811,-6479
11812,-6906
11813,-7327
11814,-7742
11815,-8151
11816,-8553
11817,-8949
11818,-9336
11819,-9717
11820,-10090
11821,-10454
11822,-10810
11823,-11157
11824,-11495
11825,-11824
11826,-12143
11827,-12452
11828,-12752
11829,-13040
11830,-13318
11831,-13586
11832,-13842
11833,-14088
11834,-14321
11835,-14543
11836,-14754
11837,-14952
11838,-15138
11839,-15312
11840,-15473
11841,-15622
11842,-15758
11843,-15881
11844,-15992
11845,-16090
11846,-16174
11847,-16245
11848,-16304
11849,-16348
11850,-16380
11851,-16398
11852,-16403
11853,-16395
11854,-16373
11855,-16339
11856,-16290
11857,-16229
11858,-16154
11859,-16067
11860,-15966
11861,-15852
11862,-15726
11863,-15586
11864,-15434
11865,-15269
11866,-15092
11867,-14903
11868,-14702
11869,-14489
11870,-14264
11871,-14027
11872,-13779
11873,-13520
11874,-13250
11875,-12969
11876,-12678
11877,-12376
11878,-12064
11879,-11743
11880,-11411
11881,-11071
11882,-10722
11883,-10364
11884,-9997
11885,-9623
11886,-9240
11887,-8850
11888,-8453
11889,-8049
11890,-7639
11891,-7222
11892,-6800
11893,-6372
11894,-5938
11895,-5500
11896,-5058
11897,-4611
11898,-4161
11899,-3707
11900,-3250
11901,-2791
11902,-2329
11903,-1866
11904,-1400
11905,-934
11906,-467
11907,0
11908,468
11909,935
11910,1401
11911,1866
11912,2329
11913,2791
11914,3251
11915,3707
11916,4161
11917,4611
11918,5058
11919,5500
11920,5939
11921,6372
11922,6800
11923,7223
11924,7639
11925,8050
11926,8454
11927,8851
11928,9240
11929,9623
11930,9998
11931,10364
11932,10722
11933,11072
11934,11412
11935,11743
11936,12065
11937,12376
11938,12678
11939,12969
11940,13250
11941,13520
11942,13780
11943,14027
11944,14264
11945,14489
11946,14702
11947,14904
11948,15093
11949,15270
11950,15434
11951,15586
11952,15726
11953,15852
11954,15966
11955,16067
11956,16155
11957,16229
11958,16291
11959,16339
11960,16373
11961,16395
11962,16404
11963,16399
11964,16380
11965,16348
11966,16304
11967,16246
11968,16174
11969,16090
11970,15992
11971,15882
11972,15759
11973,15622
11974,15474
11975,15312
11976,15138
11977,14952
11978,14754
11979,14544
11980,14321
11981,14088
11982,13843
11983,13586
11984,13319
11985,13040
11986,12752
11987,12453
11988,12143
11989,11824
11990,11495
11991,11157
11992,10810
11993,10454
11994,10090
11995,9717
11996,9337
11997,8949
11998,8554
11999,8151
12000,7742
12001,7327
12002,6906
12003,6479
12004,6047
12005,5611
12006,5169
12007,4723
12008,4274
12009,3821
12010,3365
12011,2906
12012,2445
12013,1982
12014,1517
12015,1051
12016,584
12017,117
12018,-350
12019,-818
12020,-1284
12021,-1749
12022,-2213
12023,-2675
12024,-3136
12025,-3593
12026,-4048
12027,-4499
12028,-4946
12029,-5390
12030,-5829
12031,-6264
12032,-6693
12033,-7117
12034,-7535
12035,-7947
12036,-8353
12037,-8752
12038,-9143
12039,-9528
12040,-9905
12041,-10273
12042,-10633
12043,-10985
12044,-11327
12045,-11661
12046,-11985
12047,-12299
12048,-12603
12049,-12897
12050,-13181
12051,-13453
12052,-13716
12053,-13966
12054,-14206
12055,-14434
12056,-14650
12057,-14854
12058,-15046
12059,-15226
12060,-15394
12061,-15549
12062,-15692
12063,-15821
12064,-15938
12065,-16043
12066,-16134
12067,-16211
12068,-16276
12069,-16327
12070,-16366
12071,-16391
12072,-16402
12073,-16401
12074,-16386
12075,-16357
12076,-16316
12077,-16261
12078,-16193
12079,-16112
12080,-16018
12081,-15910
12082,-15790
12083,-15657
12084,-15511
12085,-15353
12086,-15182
12087,-15000
12088,-14804
12089,-14597
12090,-14378
12091,-14147
12092,-13905
12093,-13651
12094,-13387
12095,-13111
12096,-12825
12097,-12528
12098,-12221
12099,-11904
12100,-11578
12101,-11242
12102,-10898
12103,-10544
12104,-10181
12105,-9811
12106,-9432
12107,-9046
12108,-8653
12109,-8252
12110,-7845
12111,-7431
12112,-7012
12113,-6586
12114,-6156
12115,-5720
12116,-5280
12117,-4835
12118,-4386
12119,-3934
12120,-3479
12121,-3021
12122,-2560
12123,-2097
12124,-1633
12125,-1167
12126,-701
12127,-233
12128,234
12129,701
12130,1168
12131,1633
12132,2098
12133,2561
12134,3021
12135,3479
12136,3935
12137,4387
12138,4835
12139,5280
12140,5720
12141,6156
12142,6586
12143,7012
12144,7431
12145,7845
12146,8253
12147,8653
12148,9047
12149,9433
12150,9811
12151,10182
12152,10544
12153,10898
12154,11243
12155,11579
12156,11905
12157,12221
12158,12528
12159,12825
12160,13111
12161,13387
12162,13651
12163,13905
12164,14147
12165,14378
12166,14597
12167,14804
12168,15000
12169,15183
12170,15353
12171,15512
12172,15657
12173,15790
12174,15911
12175,16018
12176,16112
12177,16193
12178,16262
12179,16316
12180,16358
12181,16386
12182,16401
12183,16403
12184,16391
12185,16366
12186,16328
12187,16276
12188,16211
12189,16134
12190,16043
12191,15939
12192,15822
12193,15692
12194,15549
12195,15394
12196,15227
12197,15046
12198,14854
12199,14650
12200,14434
12201,14206
12202,13966
12203,13716
12204,13454
12205,13181
12206,12897
12207,12604
12208,12299
12209,11985
12210,11661
12211,11327
12212,10985
12213,10633
12214,10273
12215,9905
12216,9528
12217,9144
12218,8752
12219,8353
12220,7947
12221,7535
12222,7117
12223,6694
12224,6264
12225,5830
12226,5390
12227,4947
12228,4499
12229,4048
12230,3593
12231,3136
12232,2676
12233,2213
12234,1749
12235,1284
12236,818
12237,351
12238,-117
12239,-584
12240,-1051
12241,-1517
12242,-1982
12243,-2445
12244,-2906
12245,-3364
12246,-3821
12247,-4274
12248,-4723
12249,-5169
12250,-5610
12251,-6047
12252,-6479
12253,-6906
12254,-7327
12255,-7742
12256,-8151
12257,-8553
12258,-8949
12259,-9336
12260,-9717
12261,-10090
12262,-10454
12263,-10810
12264,-11157
12265,-11495
12266,-11824
12267,-12143
12268,-12452
12269,-12751
12270,-13040
12271,-13319
12272,-13586
12273,-13842
12274,-14088
12275,-14321
12276,-14543
12277,-14754
12278,-14952
12279,-15138
12280,-15312
12281,-15473
12282,-15622
12283,-15758
12284,-15881
12285,-15992
12286,-16089
12287,-16174
12288,-16245
12289,-16303
12290,-16348
12291,-16380
12292,-16398
12293,-16403
12294,-16395
12295,-16373
12296,-16338
12297,-16290
12298,-16229
12299,-16154
12300,-16066
12301,-15966
12302,-15852
12303,-15725
12304,-15586
12305,-15434
12306,-15269
12307,-15093
12308,-14903
12309,-14702
12310,-14489
12311,-14264
12312,-14027
12313,-13779
12314,-13520
12315,-13250
12316,-12969
12317,-12678
12318,-12376
12319,-12064
12320,-11743
12321,-11411
12322,-11071
12323,-10722
12324,-10364
12325,-9997
12326,-9623
12327,-9240
12328,-8851
12329,-8453
12330,-8049
12331,-7639
12332,-7222
12333,-6800
12334,-6371
12335,-5938
12336,-5500
12337,-5058
12338,-4611
12339,-4161
12340,-3707
12341,-3250
12342,-2791
12343,-2329
12344,-1865
12345,-1401
12346,-934
12347,-467
12348,0
12349,467
12350,934
12351,1401
12352,1866
12353,2329
12354,2791
12355,3251
12356,3707
12357,4161
12358,4611
12359,5058
12360,5500
12361,5939
12362,6372
12363,6800
12364,7222
12365,7639
12366,8049
12367,8453
12368,8851
12369,9241
12370,9623
12371,9998
12372,10364
12373,10722
12374,11072
12375,11412
12376,11743
12377,12065
12378,12376
12379,12678
12380,12969
12381,13250
12382,13520
12383,13779
12384,14027
12385,14264
12386,14489
12387,14702
12388,14904
12389,15093
12390,15270
12391,15434
12392,15586
12393,15726
12394,15852
12395,15966
12396,16067
12397,16155
12398,16229
12399,16290
12400,16339
12401,16373
12402,16395
12403,16403
12404,16398
12405,16380
12406,16348
12407,16304
12408,16245
12409,16174
12410,16090
12411,15992
12412,15882
12413,15758
12414,15622
12415,15473
12416,15312
12417,15138
12418,14952
12419,14754
12420,14543
12421,14321
12422,14088
12423,13843
12424,13586
12425,13319
12426,13040
12427,12752
12428,12452
12429,12143
12430,11824
12431,11496
12432,11157
12433,10810
12434,10454
12435,10090
12436,9717
12437,9337
12438,8949
12439,8553
12440,8151
12441,7742
12442,7327
12443,6906
12444,6479
12445,6047
12446,5610
12447,5169
12448,4723
12449,4274
12450,3821
12451,3365
12452,2906
12453,2445
12454,1982
12455,1517
12456,1051
12457,584
12458,117
12459,-350
12460,-817
12461,-1284
12462,-1749
12463,-2213
12464,-2676
12465,-3136
12466,-3593
12467,-4048
12468,-4499
12469,-4946
12470,-5390
12471,-5829
12472,-6264
12473,-6693
12474,-7117
12475,-7535
12476,-7947
12477,-8353
12478,-8752
12479,-9144
12480,-9528
12481,-9904
12482,-10273
12483,-10633
12484,-10985
12485,-11327
12486,-11661
12487,-11985
12488,-12299
12489,-12603
12490,-12897
12491,-13181
12492,-13454
12493,-13716
12494,-13966
12495,-14206
12496,-14434
12497,-14650
12498,-14854
12499,-15046
12500,-15226
12501,-15394
12502,-15549
12503,-15692
12504,-15822
12505,-15938
12506,-16043
12507,-16133
12508,-16211
12509,-16276
12510,-16328
12511,-16366
12512,-16391
12513,-16402
12514,-16401
12515,-16386
12516,-16357
12517,-16316
12518,-16261
12519,-16193
12520,-16112
12521,-16018
12522,-15911
12523,-15790
12524,-15657
12525,-15511
12526,-15353
12527,-15182
12528,-14999
12529,-14804
12530,-14597
12531,-14378
12532,-14147
12533,-13905
12534,-13651
12535,-13387
12536,-13111
12537,-12825
12538,-12528
12539,-12221
12540,-11904
12541,-11578
12542,-11242
12543,-10898
12544,-10544
12545,-10182
12546,-9811
12547,-9433
12548,-9046
12549,-8653
12550,-8252
12551,-7845
12552,-7431
12553,-7012
12554,-6586
12555,-6156
12556,-5720
12557,-5280
12558,-4835
12559,-4386
12560,-3934
12561,-3479
12562,-3021
12563,-2560
12564,-2097
12565,-1633
12566,-1168
12567,-701
12568,-234
12569,234
12570,701
12571,1168
12572,1634
12573,2098
12574,2560
12575,3021
12576,3479
12577,3934
12578,4387
12579,4835
12580,5280
12581,5720
12582,6156
12583,6586
12584,7012
12585,7432
12586,7845
12587,8253
12588,8653
12589,9046
12590,9433
12591,9811
12592,10182
12593,10544
12594,10898
12595,11243
12596,11578
12597,11905
12598,12222
12599,12528
12600,12825
12601,13111
12602,13387
12603,13651
12604,13905
12605,14147
12606,14378
12607,14597
12608,14805
12609,15000
12610,15183
12611,15353
12612,15512
12613,15657
12614,15791
12615,15911
12616,16018
12617,16112
12618,16193
12619,16261
12620,16316
12621,16358
12622,16386
12623,16401
12624,16403
12625,16391
12626,16366
12627,16328
12628,16276
12629,16211
12630,16134
12631,16043
12632,15939
12633,15822
12634,15692
12635,15549
12636,15394
12637,15227
12638,15047
12639,14855
12640,14650
12641,14434
12642,14206
12643,13966
12644,13716
12645,13454
12646,13181
12647,12897
12648,12603
12649,12299
12650,11985
12651,11661
12652,11327
12653,10985
12654,10633
12655,10273
12656,9905
12657,9528
12658,9144
12659,8752
12660,8353
12661,7947
12662,7536
12663,7117
12664,6693
12665,6264
12666,5830
12667,5390
12668,4947
12669,4499
12670,4048
12671,3593
12672,3136
12673,2676
12674,2213
12675,1750
12676,1284
12677,818
12678,351
12679,-117
12680,-584
12681,-1051
12682,-1517
12683,-1982
12684,-2445
12685,-2906
12686,-3364
12687,-3821
12688,-4274
12689,-4723
12690,-5169
12691,-5610
12692,-6047
12693,-6479
12694,-6906
12695,-7327
12696,-7742
12697,-8151
12698,-8553
12699,-8948
12700,-9337
12701,-9717
12702,-10090
12703,-10454
12704,-10810
12705,-11157
12706,-11495
12707,-11824
12708,-12143
12709,-12452
12710,-12752
12711,-13040
12712,-13319
12713,-13586
12714,-13842
12715,-14087
12716,-14321
12717,-14543
12718,-14754
12719,-14952
12720,-15138
12721,-15312
12722,-15473
12723,-15622
12724,-15758
12725,-15882
12726,-15992
12727,-16090
12728,-16174
12729,-16245
12730,-16303
12731,-16348
12732,-16380
12733,-16398
12734,-16403
12735,-16395
12736,-16373
12737,-16339
12738,-16290
12739,-16229
12740,-16154
12741,-16067
12742,-15966
12743,-15852
12744,-15726
12745,-15586
12746,-15434
12747,-15270
12748,-15093
12749,-14903
12750,-14702
12751,-14489
12752,-14264
12753,-14027
12754,-13779
12755,-13520
12756,-13250
12757,-12969
12758,-12678
12759,-12376
12760,-12064
12761,-11742
12762,-11411
12763,-11071
12764,-10722
12765,-10364
12766,-9997
12767,-9623
12768,-9240
12769,-8851
12770,-8453
12771,-8049
12772,-7639
12773,-7222
12774,-6800
12775,-6372
12776,-5938
12777,-5500
12778,-5058
12779,-4611
12780,-4161
12781,-3707
12782,-3250
12783,-2791
12784,-2329
12785,-1865
12786,-1400
12787,-934
12788,-467
12789,0
12790,467
12791,934
12792,1401
12793,1866
12794,2329
12795,2791
12796,3251
12797,3707
12798,4161
12799,4611
12800,5058
12801,5500
12802,5939
12803,6372
12804,6800
12805,7223
12806,7639
12807,8049
12808,8454
12809,8851
12810,9241
12811,9623
12812,9998
12813,10364
12814,10722
12815,11072
12816,11412
12817,11743
12818,12064
12819,12376
12820,12678
12821,12969
12822,13250
12823,13520
12824,13779
12825,14028
12826,14264
12827,14489
12828,14702
12829,14903
12830,15093
12831,15270
12832,15434
12833,15586
12834,15726
12835,15852
12836,15966
12837,16067
12838,16155
12839,16229
12840,16291
12841,16339
12842,16374
12843,16395
12844,16404
12845,16399
12846,16380
12847,16348
12848,16304
12849,16245
12850,16174
12851,16090
12852,15992
12853,15882
12854,15759
12855,15622
12856,15473
12857,15312
12858,15138
12859,14952
12860,14754
12861,14543
12862,14322
12863,14088
12864,13842
12865,13586
12866,13319
12867,13040
12868,12752
12869,12453
12870,12143
12871,11824
12872,11496
12873,11157
12874,10810
12875,10454
12876,10090
12877,9717
12878,9337
12879,8949
12880,8554
12881,8151
12882,7742
12883,7327
12884,6906
12885,6479
12886,6047
12887,5611
12888,5169
12889,4723
12890,4274
12891,3821
12892,3365
12893,2906
12894,2445
12895,1982
12896,1517
12897,1051
12898,584
12899,117
12900,-351
12901,-817
12902,-1284
12903,-1749
12904,-2213
12905,-2675
12906,-3136
12907,-3593
12908,-4047
12909,-4499
12910,-4946
12911,-5390
12912,-5829
12913,-6264
12914,-6693
12915,-7117
12916,-7535
12917,-7947
12918,-8353
12919,-8752
12920,-9144
12921,-9528
12922,-9905
12923,-10273
12924,-10633
12925,-10985
12926,-11327
12927,-11661
12928,-11985
12929,-12299
12930,-12603
12931,-12897
12932,-13181
12933,-13454
12934,-13716
12935,-13966
12936,-14206
12937,-14434
12938,-14650
12939,-14854
12940,-15046
12941,-15226
12942,-15394
12943,-15549
12944,-15692
12945,-15822
12946,-15938
12947,-16042
12948,-16134
12949,-16211
12950,-16276
12951,-16328
12952,-16366
12953,-16391
12954,-16403
12955,-16401
12956,-16386
12957,-16357
12958,-16316
12959,-16261
12960,-16193
12961,-16112
12962,-16018
12963,-15911
12964,-15790
12965,-15657
12966,-15511
12967,-15353
12968,-15183
12969,-14999
12970,-14804
12971,-14597
12972,-14378
12973,-14147
12974,-13905
12975,-13651
12976,-13387
12977,-13111
12978,-12825
12979,-12528
12980,-12221
12981,-11905
12982,-11578
12983,-11243
12984,-10898
12985,-10544
12986,-10181
12987,-9811
12988,-9432
12989,-9046
12990,-8653
12991,-8252
12992,-7845
12993,-7431
12994,-7012
12995,-6586
12996,-6156
12997,-5720
12998,-5280
12999,-4835
13000,-4386
13001,-3934
13002,-3479
13003,-3021
13004,-2560
13005,-2097
13006,-1633
13007,-1168
13008,-701
13009,-234
13010,234
13011,701
13012,1168
13013,1633
13014,2098
13015,2560
13016,3021
13017,3479
13018,3934
13019,4387
13020,4835
13021,5280
13022,5720
13023,6156
13024,6586
13025,7012
13026,7432
13027,7845
13028,8252
13029,8653
13030,9047
13031,9433
13032,9811
13033,10182
13034,10544
13035,10898
13036,11243
13037,11579
13038,11905
13039,12222
13040,12528
13041,12825
13042,13111
13043,13387
13044,13651
13045,13905
13046,14147
13047,14378
13048,14597
13049,14805
13050,15000
13051,15183
13052,15354
13053,15512
13054,15657
13055,15790
13056,15911
13057,16018
13058,16112
13059,16193
13060,16261
13061,16316
13062,16358
13063,16386
13064,16401
13065,16403
13066,16391
13067,16366
13068,16328
13069,16276
13070,16212
13071,16134
13072,16043
13073,15939
13074,15822
13075,15692
13076,15549
13077,15394
13078,15227
13079,15046
13080,14854
13081,14650
13082,14434
13083,14206
13084,13967
13085,13716
13086,13454
13087,13181
13088,12897
13089,12603
13090,12299
13091,11985
13092,11661
13093,11328
13094,10985
13095,10633
13096,10273
13097,9905
13098,9528
13099,9144
13100,8752
13101,8353
13102,7947
13103,7536
13104,7117
13105,6693
13106,6264
13107,5829
13108,5390
13109,4947
13110,4499
13111,4048
13112,3593
13113,3136
13114,2676
13115,2214
13116,1749
13117,1284
13118,818
13119,351
13120,-117
13121,-584
13122,-1051
13123,-1517
13124,-1982
13125,-2445
13126,-2906
13127,-3364
13128,-3821
13129,-4274
13130,-4723
13131,-5169
13132,-5610
13133,-6047
13134,-6479
13135,-6906
13136,-7327
13137,-7742
13138,-8151
13139,-8553
