,M
2328,-5829
2329,-6264
2330,-6693
2331,-7117
2332,-7535
2333,-7947
2334,-8353
2335,-8752
2336,-9143
2337,-9528
2338,-9905
2339,-10273
2340,-10633
2341,-10985
2342,-11327
2343,-11661
2344,-11985
2345,-12299
2346,-12603
2347,-12897
2348,-13181
2349,-13454
2350,-13715
2351,-13966
2352,-14206
2353,-14434
2354,-14650
2355,-14854
2356,-15046
2357,-15226
2358,-15394
2359,-15549
2360,-15692
2361,-15821
2362,-15939
2363,-16043
2364,-16133
2365,-16211
2366,-16276
2367,-16327
2368,-16366
2369,-16391
2370,-16402
2371,-16401
2372,-16386
2373,-16358
2374,-16316
2375,-16261
2376,-16193
2377,-16112
2378,-16018
2379,-15911
2380,-15790
2381,-15657
2382,-15512
2383,-15353
2384,-15182
2385,-15000
2386,-14804
2387,-14597
2388,-14378
2389,-14147
2390,-13905
2391,-13651
2392,-13386
2393,-13111
2394,-12825
2395,-12528
2396,-12221
2397,-11904
2398,-11578
2399,-11242
2400,-10898
2401,-10544
2402,-10181
2403,-9811
2404,-9432
2405,-9046
2406,-8653
2407,-8252
2408,-7845
2409,-7431
2410,-7012
2411,-6586
2412,-6155
2413,-5720
2414,-5279
2415,-4835
2416,-4386
2417,-3934
2418,-3479
2419,-3021
2420,-2560
2421,-2097
2422,-1633
2423,-1167
2424,-701
2425,-233
2426,234
2427,701
2428,1168
2429,1633
2430,2098
2431,2560
2432,3021
2433,3479
2434,3935
2435,4387
2436,4835
2437,5280
2438,5720
2439,6156
2440,6586
2441,7012
2442,7432
2443,7845
2444,8252
2445,8653
2446,9047
2447,9433
2448,9811
2449,10182
2450,10544
2451,10898
2452,11243
2453,11578
2454,11905
2455,12221
2456,12528
2457,12825
2458,13111
2459,13387
2460,13651
2461,13905
2462,14147
2463,14378
2464,14597
2465,14804
2466,15000
2467,15183
2468,15353
2469,15512
2470,15658
2471,15790
2472,15911
2473,16018
2474,16112
2475,16193
2476,16261
2477,16316
2478,16358
2479,16386
2480,16401
2481,16403
2482,16391
2483,16366
2484,16328
2485,16276
2486,16212
2487,16134
2488,16043
2489,15939
2490,15822
2491,15692
2492,15549
2493,15394
2494,15227
2495,15047
2496,14854
2497,14650
2498,14434
2499,14206
2500,13967
2501,13716
2502,13454
2503,13181
2504,12898
2505,12604
2506,12299
2507,11985
2508,11661
2509,11328
2510,10985
2511,10633
2512,10273
2513,9905
2514,9528
2515,9144
2516,8752
2517,8353
2518,7947
2519,7535
2520,7117
2521,6694
2522,6264
2523,5829
2524,5390
2525,4947
2526,4499
2527,4048
2528,3593
2529,3136
2530,2676
2531,2214
2532,1749
2533,1284
2534,818
2535,351
2536,-117
2537,-584
2538,-1051
2539,-1517
2540,-1982
2541,-2445
2542,-2906
2543,-3365
2544,-3821
2545,-4274
2546,-4723
2547,-5169
2548,-5610
2549,-6047
2550,-6479
2551,-6906
2552,-7327
2553,-7742
2554,-8151
2555,-8553
2556,-8949
2557,-9337
2558,-9717
2559,-10090
2560,-10454
2561,-10810
2562,-11157
2563,-11495
2564,-11824
2565,-12143
2566,-12452
2567,-12752
2568,-13040
2569,-13319
2570,-13586
2571,-13842
2572,-14088
2573,-14321
2574,-14543
2575,-14753
2576,-14952
2577,-15138
2578,-15312
2579,-15473
2580,-15622
2581,-15758
2582,-15882
2583,-15992
2584,-16089
2585,-16174
2586,-16245
2587,-16304
2588,-16348
2589,-16380
2590,-16398
2591,-16403
2592,-16395
2593,-16373
2594,-16339
2595,-16290
2596,-16229
2597,-16154
2598,-16067
2599,-15966
2600,-15852
2601,-15725
2602,-15586
2603,-15434
2604,-15269
2605,-15092
2606,-14903
2607,-14702
2608,-14489
2609,-14264
2610,-14027
2611,-13779
2612,-13520
2613,-13250
2614,-12969
2615,-12678
2616,-12376
2617,-12064
2618,-11742
2619,-11412
2620,-11071
2621,-10722
2622,-10364
2623,-9997
2624,-9623
2625,-9240
2626,-8850
2627,-8453
2628,-8049
2629,-7639
2630,-7222
2631,-6800
2632,-6372
2633,-5938
2634,-5500
2635,-5058
2636,-4611
2637,-4161
2638,-3707
2639,-3250
2640,-2791
2641,-2329
2642,-1865
2643,-1400
2644,-934
2645,-467
2646,0
2647,468
2648,934
2649,1401
2650,1866
2651,2329
2652,2791
2653,3251
2654,3707
2655,4161
2656,4611
2657,5058
2658,5500
2659,5939
2660,6372
2661,6800
2662,7222
2663,7639
2664,8050
2665,8453
2666,8851
2667,9241
2668,9623
2669,9998
2670,10364
2671,10722
2672,11071
2673,11412
2674,11743
2675,12064
2676,12376
2677,12678
2678,12969
2679,13250
2680,13520
2681,13780
2682,14027
2683,14264
2684,14489
2685,14702
2686,14903
2687,15093
2688,15270
2689,15434
2690,15586
2691,15726
2692,15852
2693,15966
2694,16067
2695,16154
2696,16229
2697,16291
2698,16339
2699,16374
2700,16395
2701,16403
2702,16398
2703,16380
2704,16348
2705,16304
2706,16245
2707,16174
2708,16090
2709,15992
2710,15882
2711,15758
2712,15622
2713,15474
2714,15312
2715,15138
2716,14952
2717,14754
2718,14543
2719,14322
2720,14088
2721,13843
2722,13586
2723,13319
2724,13040
2725,12752
2726,12453
2727,12143
2728,11824
2729,11496
2730,11157
2731,10810
2732,10454
2733,10090
2734,9717
2735,9337
2736,8949
2737,8553
2738,8151
2739,7742
2740,7327
2741,6906
2742,6479
2743,6047
2744,5610
2745,5169
2746,4723
2747,4274
2748,3821
2749,3365
2750,2906
2751,2445
2752,1982
2753,1517
2754,1051
2755,584
2756,117
2757,-350
2758,-818
2759,-1284
2760,-1749
2761,-2213
2762,-2675
2763,-3136
2764,-3593
2765,-4047
2766,-4499
2767,-4947
2768,-5390
2769,-5829
2770,-6264
2771,-6693
2772,-7117
2773,-7535
2774,-7947
2775,-8353
2776,-8752
2777,-9144
2778,-9528
2779,-9905
2780,-10273
2781,-10633
2782,-10985
2783,-11327
2784,-11661
2785,-11985
2786,-12299
2787,-12603
2788,-12897
2789,-13181
2790,-13454
2791,-13715
2792,-13966
2793,-14206
2794,-14434
2795,-14650
2796,-14854
2797,-15046
2798,-15226
2799,-15394
2800,-15549
2801,-15692
2802,-15821
2803,-15938
2804,-16043
2805,-16133
2806,-16211
2807,-16276
2808,-16328
2809,-16366
2810,-16391
2811,-16402
2812,-16401
2813,-16386
2814,-16357
2815,-16316
2816,-16261
2817,-16193
2818,-16112
2819,-16018
2820,-15911
2821,-15790
2822,-15657
2823,-15511
2824,-15353
2825,-15183
2826,-15000
2827,-14804
2828,-14597
2829,-14378
2830,-14147
2831,-13905
2832,-13651
2833,-13387
2834,-13111
2835,-12825
2836,-12528
2837,-12221
2838,-11904
2839,-11578
2840,-11242
2841,-10898
2842,-10544
2843,-10182
2844,-9811
2845,-9433
2846,-9046
2847,-8653
2848,-8252
2849,-7845
2850,-7431
2851,-7012
2852,-6586
2853,-6156
2854,-5720
2855,-5279
2856,-4835
2857,-4386
2858,-3934
2859,-3479
2860,-3021
2861,-2560
2862,-2097
2863,-1633
2864,-1168
2865,-701
2866,-233
2867,234
2868,701
2869,1168
2870,1634
2871,2098
2872,2561
2873,3021
2874,3479
2875,3935
2876,4386
2877,4835
2878,5280
2879,5720
2880,6156
2881,6586
2882,7012
2883,7431
2884,7845
2885,8253
2886,8653
2887,9046
2888,9433
2889,9811
2890,10182
2891,10544
2892,10898
2893,11243
2894,11579
2895,11905
2896,12222
2897,12528
2898,12825
2899,13111
2900,13387
2901,13651
2902,13905
2903,14147
2904,14378
2905,14597
2906,14804
2907,15000
2908,15183
2909,15353
2910,15512
2911,15658
2912,15790
2913,15911
2914,16018
2915,16112
2916,16193
2917,16261
2918,16316
2919,16358
2920,16386
2921,16401
2922,16403
2923,16391
2924,16366
2925,16328
2926,16276
2927,16212
2928,16134
2929,16043
2930,15939
2931,15822
2932,15692
2933,15549
2934,15394
2935,15227
2936,15046
2937,14855
2938,14650
2939,14434
2940,14206
2941,13967
2942,13716
2943,13454
2944,13181
2945,12898
2946,12604
2947,12299
2948,11985
2949,11661
2950,11328
2951,10985
2952,10633
2953,10273
2954,9905
2955,9528
2956,9144
2957,8752
2958,8353
2959,7947
2960,7535
2961,7117
2962,6693
2963,6264
2964,5830
2965,5390
2966,4947
2967,4499
2968,4048
2969,3593
2970,3136
2971,2676
2972,2214
2973,1750
2974,1284
2975,818
2976,351
2977,-117
2978,-584
2979,-1051
2980,-1517
2981,-1982
2982,-2445
2983,-2906
2984,-3365
2985,-3821
2986,-4274
2987,-4723
2988,-5169
2989,-5610
2990,-6047
2991,-6479
2992,-6906
2993,-7327
2994,-7742
2995,-8151
2996,-8553
2997,-8948
2998,-9336
2999,-9717
3000,-10090
3001,-10454
3002,-10810
3003,-11157
3004,-11495
3005,-11824
3006,-12143
3007,-12452
3008,-12751
3009,-13040
3010,-13318
3011,-13586
3012,-13842
3013,-14088
3014,-14321
3015,-14543
3016,-14754
3017,-14952
3018,-15138
3019,-15312
3020,-15473
3021,-15622
3022,-15758
3023,-15881
3024,-15992
3025,-16090
3026,-16174
3027,-16245
3028,-16304
3029,-16348
3030,-16380
3031,-16398
3032,-16403
3033,-16395
3034,-16373
3035,-16338
3036,-16290
3037,-16229
3038,-16154
3039,-16067
3040,-15966
3041,-15852
3042,-15725
3043,-15586
3044,-15434
3045,-15269
3046,-15093
3047,-14903
3048,-14702
3049,-14489
3050,-14264
3051,-14027
3052,-13779
3053,-13520
3054,-13250
3055,-12969
3056,-12678
3057,-12376
3058,-12064
3059,-11743
3060,-11412
3061,-11071
3062,-10722
3063,-10364
3064,-9997
3065,-9623
3066,-9240
3067,-8851
3068,-8453
3069,-8049
3070,-7639
3071,-7222
3072,-6800
3073,-6372
3074,-5938
3075,-5500
3076,-5058
3077,-4611
3078,-4161
3079,-3707
3080,-3250
3081,-2791
3082,-2329
3083,-1866
3084,-1400
3085,-934
3086,-467
3087,0
3088,468
3089,934
3090,1401
3091,1866
3092,2329
3093,2791
3094,3250
3095,3707
3096,4161
3097,4611
3098,5058
3099,5500
3100,5939
3101,6372
3102,6800
3103,7223
3104,7639
3105,8049
3106,8454
3107,8851
3108,9241
3109,9623
3110,9998
3111,10364
3112,10722
3113,11072
3114,11412
3115,11743
3116,12064
3117,12376
3118,12678
3119,12969
3120,13250
3121,13520
3122,13780
3123,14027
3124,14264
3125,14489
3126,14702
3127,14904
3128,15093
3129,15270
3130,15434
3131,15586
3132,15726
3133,15852
3134,15966
3135,16067
3136,16155
3137,16229
3138,16290
3139,16339
3140,16374
3141,16395
3142,16404
3143,16399
3144,16380
3145,16349
3146,16304
3147,16245
3148,16174
3149,16090
3150,15992
3151,15882
3152,15758
3153,15622
3154,15473
3155,15312
3156,15138
3157,14952
3158,14754
3159,14543
3160,14321
3161,14088
3162,13842
3163,13586
3164,13319
3165,13041
3166,12752
3167,12453
3168,12143
3169,11824
3170,11495
3171,11157
3172,10810
3173,10454
3174,10090
3175,9717
3176,9337
3177,8949
3178,8553
3179,8151
3180,7742
3181,7327
3182,6906
3183,6479
3184,6047
3185,5610
3186,5169
3187,4723
3188,4274
3189,3821
3190,3365
3191,2906
3192,2445
3193,1982
3194,1517
3195,1051
3196,584
3197,117
3198,-350
3199,-818
3200,-1284
3201,-1749
3202,-2213
3203,-2676
3204,-3136
3205,-3593
3206,-4048
3207,-4499
3208,-4946
3209,-5390
3210,-5829
3211,-6264
3212,-6693
3213,-7117
3214,-7535
3215,-7947
3216,-8353
3217,-8752
3218,-9144
3219,-9528
3220,-9905
3221,-10273
3222,-10633
3223,-10985
3224,-11327
3225,-11661
3226,-11985
3227,-12299
3228,-12603
3229,-12897
3230,-13181
3231,-13453
3232,-13716
3233,-13966
3234,-14206
3235,-14434
3236,-14650
3237,-14854
3238,-15046
3239,-15227
3240,-15394
3241,-15549
3242,-15692
3243,-15822
3244,-15938
3245,-16042
3246,-16134
3247,-16211
3248,-16276
3249,-16328
3250,-16366
3251,-16391
3252,-16402
3253,-16401
3254,-16386
3255,-16358
3256,-16316
3257,-16261
3258,-16193
3259,-16112
3260,-16018
3261,-15911
3262,-15790
3263,-15657
3264,-15511
3265,-15353
3266,-15183
3267,-15000
3268,-14804
3269,-14597
3270,-14378
3271,-14147
3272,-13905
3273,-13651
3274,-13386
3275,-13111
3276,-12825
3277,-12528
3278,-12221
3279,-11904
3280,-11578
3281,-11243
3282,-10898
3283,-10544
3284,-10182
3285,-9811
3286,-9433
3287,-9046
3288,-8653
3289,-8252
3290,-7845
3291,-7431
3292,-7012
3293,-6586
3294,-6156
3295,-5720
3296,-5280
3297,-4835
3298,-4386
3299,-3934
3300,-3479
3301,-3021
3302,-2560
3303,-2097
3304,-1633
3305,-1168
3306,-701
3307,-233
3308,234
3309,701
3310,1168
3311,1634
3312,2098
3313,2560
3314,3021
3315,3479
3316,3935
3317,4386
3318,4835
3319,5280
3320,5720
3321,6156
3322,6586
3323,7012
3324,7432
3325,7845
3326,8253
3327,8653
3328,9046
3329,9433
3330,9811
3331,10182
3332,10544
3333,10898
3334,11243
3335,11578
3336,11905
3337,12221
3338,12528
3339,12825
3340,13111
3341,13387
3342,13651
3343,13905
3344,14147
3345,14378
3346,14597
3347,14804
3348,15000
3349,15183
3350,15353
3351,15512
3352,15657
3353,15790
3354,15911
3355,16018
3356,16112
3357,16193
3358,16262
3359,16316
3360,16358
3361,16386
3362,16401
3363,16403
3364,16391
3365,16366
3366,16328
3367,16276
3368,16212
3369,16134
3370,16043
3371,15939
3372,15822
3373,15692
3374,15549
3375,15394
3376,15227
3377,15046
3378,14854
3379,14650
3380,14434
3381,14206
3382,13966
3383,13716
3384,13454
3385,13181
3386,12897
3387,12603
3388,12299
3389,11985
3390,11661
3391,11327
3392,10985
3393,10633
3394,10273
3395,9905
3396,9528
3397,9144
3398,8752
3399,8353
3400,7948
3401,7535
3402,7117
3403,6694
3404,6264
3405,5829
3406,5390
3407,4947
3408,4499
3409,4048
3410,3593
3411,3136
3412,2676
3413,2214
3414,1750
3415,1284
3416,818
3417,351
3418,-117
3419,-584
3420,-1051
3421,-1517
3422,-1982
3423,-2445
3424,-2906
3425,-3364
3426,-3821
3427,-4274
3428,-4723
3429,-5169
3430,-5610
3431,-6047
3432,-6479
3433,-6906
3434,-7327
3435,-7742
3436,-8151
3437,-8553
3438,-8949
3439,-9337
3440,-9717
3441,-10090
3442,-10454
3443,-10810
3444,-11157
3445,-11495
3446,-11824
3447,-12143
3448,-12452
3449,-12751
3450,-13040
3451,-13318
3452,-13586
3453,-13842
3454,-14088
3455,-14321
3456,-14543
3457,-14754
3458,-14952
3459,-15138
3460,-15312
3461,-15473
3462,-15622
3463,-15758
3464,-15882
3465,-15992
3466,-16089
3467,-16174
3468,-16245
3469,-16303
3470,-16348
3471,-16380
3472,-16398
3473,-16403
3474,-16395
3475,-16373
3476,-16339
3477,-16290
3478,-16229
3479,-16154
3480,-16066
3481,-15966
3482,-15852
3483,-15725
3484,-15586
3485,-15434
3486,-15269
3487,-15092
3488,-14903
3489,-14702
3490,-14489
3491,-14264
3492,-14027
3493,-13779
3494,-13520
3495,-13250
3496,-12969
3497,-12678
3498,-12376
3499,-12064
3500,-11742
3501,-11412
3502,-11071
3503,-10722
3504,-10364
3505,-9997
3506,-9623
3507,-9240
3508,-8850
3509,-8453
3510,-8049
3511,-7639
3512,-7222
3513,-6800
3514,-6372
3515,-5938
3516,-5500
3517,-5058
3518,-4611
3519,-4161
3520,-3707
3521,-3250
3522,-2791
3523,-2329
3524,-1866
3525,-1401
3526,-934
3527,-467
3528,0
3529,468
3530,934
3531,1401
3532,1866
3533,2329
3534,2791
3535,3250
3536,3707
3537,4161
3538,4611
3539,5058
3540,5500
3541,5939
3542,6372
3543,6800
3544,7223
3545,7639
3546,8049
3547,8453
3548,8851
3549,9240
3550,9623
3551,9998
3552,10364
3553,10722
3554,11071
3555,11412
3556,11743
3557,12065
3558,12376
3559,12678
3560,12969
3561,13250
3562,13520
3563,13779
3564,14028
3565,14264
3566,14489
3567,14702
3568,14904
3569,15093
3570,15270
3571,15434
3572,15586
3573,15726
3574,15852
3575,15966
3576,16067
3577,16155
3578,16229
3579,16291
3580,16339
3581,16373
3582,16395
3583,16404
3584,16399
3585,16380
3586,16349
3587,16304
3588,16245
3589,16174
3590,16090
3591,15992
3592,15882
3593,15759
3594,15622
3595,15474
3596,15312
3597,15138
3598,14952
3599,14754
3600,14543
3601,14321
3602,14088
3603,13843
3604,13586
3605,13319
3606,13041
3607,12752
3608,12453
3609,12143
3610,11824
3611,11495
3612,11157
3613,10810
3614,10454
3615,10090
3616,9717
3617,9337
3618,8949
3619,8553
3620,8151
3621,7742
3622,7327
3623,6906
3624,6479
3625,6047
3626,5611
3627,5169
3628,4723
3629,4274
3630,3821
3631,3365
3632,2906
3633,2445
3634,1982
3635,1517
3636,1051
3637,584
3638,117
3639,-351
3640,-818
3641,-1284
3642,-1749
3643,-2213
3644,-2675
3645,-3136
3646,-3593
3647,-4047
3648,-4499
3649,-4946
3650,-5390
3651,-5829
3652,-6264
3653,-6693
3654,-7117
3655,-7535
3656,-7947
3657,-8353
3658,-8752
3659,-9144
3660,-9528
3661,-9904
3662,-10273
3663,-10633
3664,-10985
3665,-11327
3666,-11661
3667,-11985
3668,-12299
3669,-12603
3670,-12897
3671,-13181
3672,-13454
3673,-13716
3674,-13966
3675,-14206
3676,-14434
3677,-14650
3678,-14854
3679,-15046
3680,-15226
3681,-15394
3682,-15549
3683,-15692
3684,-15822
3685,-15938
3686,-16042
3687,-16133
3688,-16211
3689,-16276
3690,-16327
3691,-16366
3692,-16391
3693,-16402
3694,-16401
3695,-16386
3696,-16358
3697,-16316
3698,-16261
3699,-16193
3700,-16112
3701,-16018
3702,-15911
3703,-15790
3704,-15657
3705,-15512
3706,-15353
3707,-15183
3708,-14999
3709,-14804
3710,-14597
3711,-14378
3712,-14147
3713,-13905
3714,-13651
3715,-13386
3716,-13111
3717,-12825
3718,-12528
3719,-12221
3720,-11905
3721,-11578
3722,-11242
3723,-10898
3724,-10544
3725,-10181
3726,-9811
3727,-9432
3728,-9046
3729,-8653
3730,-8252
3731,-7845
3732,-7431
3733,-7012
3734,-6586
3735,-6155
3736,-5720
3737,-5280
3738,-4835
3739,-4386
3740,-3934
3741,-3479
3742,-3021
3743,-2560
3744,-2098
3745,-1633
3746,-1167
3747,-701
3748,-234
3749,234
3750,701
3751,1168
3752,1634
3753,2098
3754,2561
3755,3021
3756,3479
3757,3934
3758,4387
3759,4835
3760,5280
3761,5720
3762,6156
3763,6587
3764,7012
3765,7431
3766,7845
3767,8252
3768,8653
3769,9047
3770,9433
3771,9811
3772,10182
3773,10544
3774,10898
3775,11243
3776,11578
3777,11905
3778,12221
3779,12528
3780,12825
3781,13111
3782,13387
3783,13651
3784,13905
3785,14147
3786,14378
3787,14597
3788,14804
3789,15000
3790,15183
3791,15353
3792,15512
3793,15657
3794,15791
3795,15911
3796,16018
3797,16112
3798,16193
3799,16261
3800,16316
3801,16358
3802,16386
3803,16401
3804,16403
3805,16391
3806,16366
3807,16328
3808,16276
3809,16211
3810,16134
3811,16043
3812,15939
3813,15822
3814,15692
3815,15549
3816,15394
3817,15227
3818,15047
3819,14855
3820,14650
3821,14434
3822,14206
3823,13966
3824,13716
3825,13454
3826,13181
3827,12897
3828,12603
3829,12299
3830,11985
3831,11661
3832,11328
3833,10985
3834,10633
3835,10273
3836,9905
3837,9528
3838,9144
3839,8752
3840,8353
3841,7948
3842,7535
3843,7117
3844,6693
3845,6264
3846,5829
3847,5390
3848,4947
3849,4499
3850,4048
3851,3593
3852,3136
3853,2676
3854,2213
3855,1750
3856,1284
3857,818
3858,351
3859,-117
3860,-584
3861,-1051
3862,-1517
3863,-1982
3864,-2445
3865,-2906
3866,-3365
3867,-3821
3868,-4274
3869,-4723
3870,-5169
3871,-5610
3872,-6047
3873,-6479
3874,-6906
3875,-7327
3876,-7742
3877,-8151
3878,-8553
3879,-8949
3880,-9337
3881,-9717
3882,-10090
3883,-10454
3884,-10810
3885,-11157
3886,-11495
3887,-11824
3888,-12143
3889,-12452
3890,-12751
3891,-13040
3892,-13319
3893,-13586
3894,-13842
3895,-14087
3896,-14321
3897,-14543
3898,-14753
3899,-14952
3900,-15138
3901,-15312
3902,-15473
3903,-15622
3904,-15758
3905,-15882
3906,-15992
3907,-16089
3908,-16174
3909,-16245
3910,-16303
3911,-16348
3912,-16380
3913,-16398
3914,-16403
3915,-16395
3916,-16373
3917,-16338
3918,-16290
3919,-16229
3920,-16154
3921,-16067
3922,-15966
3923,-15852
3924,-15725
3925,-15586
3926,-15434
3927,-15269
3928,-15092
3929,-14903
3930,-14702
3931,-14489
3932,-14264
3933,-14027
3934,-13779
3935,-13520
3936,-13250
3937,-12969
3938,-12678
3939,-12376
3940,-12064
3941,-11743
3942,-11412
3943,-11071
3944,-10722
3945,-10364
3946,-9997
3947,-9623
3948,-9240
3949,-8850
3950,-8453
3951,-8049
3952,-7639
3953,-7222
3954,-6800
3955,-6372
3956,-5938
3957,-5500
3958,-5058
3959,-4611
3960,-4161
3961,-3707
3962,-3250
3963,-2791
3964,-2329
3965,-1866
3966,-1401
3967,-934
3968,-467
3969,0
3970,468
3971,934
3972,1401
3973,1866
3974,2329
3975,2791
3976,3251
3977,3707
3978,4161
3979,4611
3980,5058
3981,5500
3982,5939
3983,6372
3984,6800
3985,7223
3986,7639
3987,8049
3988,8454
3989,8851
3990,9241
3991,9623
3992,9998
3993,10364
3994,10722
3995,11072
3996,11412
3997,11743
3998,12064
3999,12376
4000,12678
4001,12969
4002,13250
4003,13520
4004,13780
4005,14027
4006,14264
4007,14489
4008,14702
4009,14903
4010,15093
4011,15270
4012,15434
4013,15586
4014,15726
4015,15852
4016,15966
4017,16067
4018,16154
4019,16229
4020,16291
4021,16339
4022,16374
4023,16395
4024,16404
4025,16398
4026,16380
4027,16349
4028,16304
4029,16245
4030,16174
4031,16090
4032,15992
4033,15882
4034,15758
4035,15622
4036,15474
4037,15312
4038,15138
4039,14952
4040,14754
4041,14543
4042,14322
4043,14088
4044,13842
4045,13586
4046,13319
4047,13041
4048,12752
4049,12453
4050,12143
4051,11824
4052,11496
4053,11157
4054,10810
4055,10454
4056,10090
4057,9717
4058,9337
4059,8949
4060,8553
4061,8151
4062,7742
4063,7327
4064,6906
4065,6479
4066,6047
4067,5610
4068,5169
4069,4723
4070,4274
4071,3821
4072,3365
4073,2906
4074,2445
4075,1982
4076,1517
4077,1051
4078,584
4079,117
4080,-351
4081,-818
4082,-1284
4083,-1749
4084,-2213
4085,-2675
4086,-3136
4087,-3593
4088,-4047
4089,-4499
4090,-4947
4091,-5390
4092,-5829
4093,-6264
4094,-6693
4095,-7117
4096,-7535
4097,-7947
4098,-8353
4099,-8752
4100,-9144
4101,-9528
4102,-9904
4103,-10273
4104,-10633
4105,-10985
4106,-11327
4107,-11661
4108,-11985
4109,-12299
4110,-12603
4111,-12897
4112,-13181
4113,-13453
4114,-13715
4115,-13966
4116,-14206
4117,-14434
4118,-14650
4119,-14854
4120,-15046
4121,-15227
4122,-15394
4123,-15549
4124,-15692
4125,-15822
4126,-15939
4127,-16042
4128,-16133
4129,-16211
4130,-16276
4131,-16328
4132,-16366
4133,-16391
4134,-16402
4135,-16401
4136,-16386
4137,-16358
4138,-16316
4139,-16261
4140,-16193
4141,-16112
4142,-16018
4143,-15910
4144,-15790
4145,-15657
4146,-15511
4147,-15353
4148,-15182
4149,-15000
4150,-14804
4151,-14597
4152,-14378
4153,-14147
4154,-13905
4155,-13651
4156,-13386
4157,-13111
4158,-12825
4159,-12528
4160,-12221
4161,-11905
4162,-11578
4163,-11243
4164,-10898
4165,-10544
4166,-10181
4167,-9811
4168,-9433
4169,-9046
4170,-8653
4171,-8252
4172,-7845
4173,-7431
4174,-7012
4175,-6586
4176,-6156
4177,-5720
