,M
16571,-11243
16572,-10364
16573,-9432
16574,-8453
16575,-7431
16576,-6371
16577,-5280
16578,-4161
16579,-3021
16580,-1865
16581,-701
16582,468
16583,1633
16584,2791
16585,3934
16586,5058
16587,6156
16588,7222
16589,8253
16590,9240
16591,10182
16592,11072
16593,11905
16594,12678
16595,13387
16596,14027
16597,14597
16598,15093
16599,15512
16600,15852
16601,16112
16602,16291
16603,16386
16604,16398
16605,16328
16606,16174
16607,15939
16608,15622
16609,15227
16610,14754
16611,14206
16612,13586
16613,12898
16614,12143
16615,11327
16616,10454
16617,9528
16618,8553
16619,7535
16620,6479
16621,5390
16622,4274
16623,3136
16624,1982
16625,818
16626,-351
16627,-1517
16628,-2675
16629,-3821
16630,-4947
16631,-6047
16632,-7117
16633,-8151
16634,-9143
16635,-10090
16636,-10985
16637,-11824
16638,-12603
16639,-13319
16640,-13966
16641,-14543
16642,-15046
16643,-15473
16644,-15822
16645,-16089
16646,-16276
16647,-16380
16648,-16401
16649,-16339
16650,-16193
16651,-15966
16652,-15657
16653,-15270
16654,-14804
16655,-14264
16656,-13651
16657,-12969
16658,-12221
16659,-11412
16660,-10544
16661,-9623
16662,-8653
16663,-7639
16664,-6586
16665,-5500
16666,-4386
16667,-3250
16668,-2098
16669,-934
16670,234
16671,1401
16672,2561
16673,3707
16674,4835
16675,5939
16676,7012
16677,8050
16678,9047
16679,9997
16680,10898
16681,11743
16682,12528
16683,13250
16684,13905
16685,14489
16686,15000
16687,15434
16688,15790
16689,16067
16690,16262
16691,16373
16692,16403
16693,16349
16694,16211
16695,15992
16696,15692
16697,15312
16698,14854
16699,14321
16700,13716
16701,13041
16702,12299
16703,11495
16704,10633
16705,9717
16706,8752
16707,7742
16708,6693
16709,5610
16710,4499
16711,3365
16712,2213
16713,1051
16714,-117
16715,-1284
16716,-2445
16717,-3593
16718,-4723
16719,-5829
16720,-6906
16721,-7947
16722,-8948
16723,-9905
16724,-10810
16725,-11661
16726,-12452
16727,-13181
16728,-13842
16729,-14434
16730,-14952
16731,-15394
16732,-15758
16733,-16043
16734,-16245
16735,-16366
16736,-16403
16737,-16357
16738,-16229
16739,-16018
16740,-15725
16741,-15353
16742,-14903
16743,-14378
16744,-13779
16745,-13111
16746,-12376
16747,-11578
16748,-10722
16749,-9811
16750,-8850
16751,-7845
16752,-6800
16753,-5720
16754,-4611
16755,-3479
16756,-2329
16757,-1167
16758,0
16759,1168
16760,2329
16761,3479
16762,4611
16763,5720
16764,6800
16765,7845
16766,8851
16767,9811
16768,10722
16769,11578
16770,12376
16771,13111
16772,13780
16773,14378
16774,14903
16775,15354
16776,15726
16777,16018
16778,16229
16779,16358
16780,16404
16781,16366
16782,16245
16783,16043
16784,15759
16785,15394
16786,14952
16787,14434
16788,13842
16789,13181
16790,12452
16791,11661
16792,10810
16793,9905
16794,8949
16795,7947
16796,6906
16797,5829
16798,4723
16799,3593
16800,2445
16801,1284
16802,117
16803,-1051
16804,-2213
16805,-3365
16806,-4499
16807,-5610
16808,-6693
16809,-7742
16810,-8752
16811,-9717
16812,-10633
16813,-11495
16814,-12299
16815,-13040
16816,-13715
16817,-14321
16818,-14854
16819,-15312
16820,-15692
16821,-15992
16822,-16211
16823,-16348
16824,-16403
16825,-16373
16826,-16261
16827,-16066
16828,-15790
16829,-15434
16830,-14999
16831,-14489
16832,-13905
16833,-13250
16834,-12528
16835,-11743
16836,-10898
16837,-9997
16838,-9046
16839,-8049
16840,-7012
16841,-5938
16842,-4835
16843,-3707
16844,-2560
16845,-1401
16846,-233
16847,935
16848,2098
16849,3251
16850,4387
16851,5501
16852,6586
16853,7639
16854,8653
16855,9623
16856,10544
16857,11412
16858,12221
16859,12969
16860,13651
16861,14264
16862,14804
16863,15270
16864,15658
16865,15966
16866,16193
16867,16339
16868,16401
16869,16380
16870,16276
16871,16090
16872,15822
16873,15473
16874,15046
16875,14544
16876,13966
16877,13319
16878,12603
16879,11824
16880,10985
16881,10090
16882,9144
16883,8151
16884,7117
16885,6047
16886,4947
16887,3821
16888,2676
16889,1517
16890,351
16891,-818
16892,-1981
16893,-3135
16894,-4274
16895,-5390
16896,-6479
16897,-7535
16898,-8553
16899,-9528
16900,-10454
16901,-11327
16902,-12143
16903,-12897
16904,-13586
16905,-14206
16906,-14754
16907,-15227
16908,-15622
16909,-15939
16910,-16174
16911,-16328
16912,-16398
16913,-16386
16914,-16290
16915,-16112
16916,-15852
16917,-15511
16918,-15092
16919,-14597
16920,-14027
16921,-13386
16922,-12678
16923,-11904
16924,-11071
16925,-10181
16926,-9240
16927,-8252
16928,-7222
16929,-6156
16930,-5058
16931,-3934
16932,-2791
16933,-1633
16934,-467
16935,701
16936,1866
16937,3021
16938,4161
16939,5280
16940,6372
16941,7431
16942,8454
16943,9433
16944,10364
16945,11243
16946,12065
16947,12825
16948,13520
16949,14147
16950,14702
16951,15183
16952,15586
16953,15911
16954,16154
16955,16316
16956,16395
16957,16391
16958,16304
16959,16134
16960,15882
16961,15550
16962,15138
16963,14650
16964,14088
16965,13454
16966,12752
16967,11985
16968,11157
16969,10273
16970,9337
16971,8353
16972,7327
16973,6264
16974,5169
16975,4048
16976,2906
16977,1750
16978,584
16979,-584
16980,-1749
16981,-2906
16982,-4048
16983,-5169
16984,-6264
16985,-7327
16986,-8353
16987,-9336
16988,-10273
16989,-11157
16990,-11985
16991,-12752
16992,-13453
16993,-14088
16994,-14650
16995,-15138
16996,-15549
16997,-15882
16998,-16134
16999,-16304
17000,-16391
17001,-16395
17002,-16316
17003,-16154
17004,-15911
17005,-15586
17006,-15183
17007,-14702
17008,-14147
17009,-13520
17010,-12825
17011,-12064
17012,-11242
17013,-10364
17014,-9433
17015,-8453
17016,-7431
17017,-6372
17018,-5280
17019,-4161
17020,-3021
17021,-1865
17022,-701
17023,467
17024,1634
17025,2791
17026,3934
17027,5058
17028,6156
17029,7223
17030,8253
17031,9240
17032,10182
17033,11072
17034,11905
17035,12678
17036,13387
17037,14028
17038,14597
17039,15093
17040,15512
17041,15852
17042,16112
17043,16290
17044,16386
17045,16398
17046,16328
17047,16174
17048,15939
17049,15622
17050,15227
17051,14754
17052,14206
17053,13586
17054,12897
17055,12143
17056,11327
17057,10454
17058,9528
17059,8553
17060,7535
17061,6479
17062,5390
17063,4274
17064,3136
17065,1982
17066,818
17067,-350
17068,-1517
17069,-2675
17070,-3821
17071,-4946
17072,-6047
17073,-7117
17074,-8151
17075,-9143
17076,-10090
17077,-10985
17078,-11824
17079,-12603
17080,-13319
17081,-13966
17082,-14543
17083,-15046
17084,-15473
17085,-15822
17086,-16089
17087,-16276
17088,-16380
17089,-16401
17090,-16339
17091,-16193
17092,-15966
17093,-15657
17094,-15269
17095,-14804
17096,-14264
17097,-13651
17098,-12969
17099,-12221
17100,-11411
17101,-10544
17102,-9623
17103,-8653
17104,-7639
17105,-6586
17106,-5500
17107,-4386
17108,-3250
17109,-2098
17110,-934
17111,234
17112,1401
17113,2560
17114,3707
17115,4835
17116,5938
17117,7012
17118,8049
17119,9047
17120,9997
17121,10898
17122,11743
17123,12528
17124,13250
17125,13905
17126,14489
17127,15000
17128,15434
17129,15790
17130,16067
17131,16261
17132,16374
17133,16403
17134,16349
17135,16211
17136,15992
17137,15692
17138,15312
17139,14854
17140,14322
17141,13716
17142,13041
17143,12299
17144,11495
17145,10633
17146,9717
17147,8752
17148,7742
17149,6693
17150,5611
17151,4499
17152,3365
17153,2213
17154,1051
17155,-117
17156,-1284
17157,-2445
17158,-3593
17159,-4723
17160,-5829
17161,-6906
17162,-7947
17163,-8948
17164,-9904
17165,-10810
17166,-11661
17167,-12452
17168,-13181
17169,-13842
17170,-14434
17171,-14952
17172,-15394
17173,-15758
17174,-16042
17175,-16245
17176,-16366
17177,-16403
17178,-16357
17179,-16229
17180,-16018
17181,-15726
17182,-15353
17183,-14903
17184,-14378
17185,-13779
17186,-13111
17187,-12376
17188,-11578
17189,-10722
17190,-9811
17191,-8850
17192,-7845
17193,-6800
17194,-5720
17195,-4611
17196,-3479
17197,-2329
17198,-1168
17199,0
17200,1168
17201,2329
17202,3479
17203,4611
17204,5720
17205,6800
17206,7845
17207,8851
17208,9811
17209,10722
17210,11579
17211,12376
17212,13111
17213,13780
17214,14378
17215,14904
17216,15354
17217,15726
17218,16018
17219,16229
17220,16358
17221,16404
17222,16366
17223,16245
17224,16043
17225,15759
17226,15394
17227,14952
17228,14434
17229,13843
17230,13181
17231,12452
17232,11661
17233,10810
17234,9905
17235,8949
17236,7947
17237,6906
17238,5829
17239,4723
17240,3593
17241,2445
17242,1284
17243,117
17244,-1051
17245,-2213
17246,-3364
17247,-4499
17248,-5610
17249,-6693
17250,-7742
17251,-8752
17252,-9717
17253,-10633
17254,-11495
17255,-12299
17256,-13040
17257,-13716
17258,-14321
17259,-14854
17260,-15312
17261,-15692
17262,-15992
17263,-16211
17264,-16348
17265,-16402
17266,-16373
17267,-16261
17268,-16067
17269,-15790
17270,-15434
17271,-15000
17272,-14489
17273,-13905
17274,-13250
17275,-12528
17276,-11743
17277,-10897
17278,-9997
17279,-9046
17280,-8049
17281,-7012
17282,-5938
17283,-4835
17284,-3707
17285,-2560
17286,-1401
17287,-233
17288,935
17289,2098
17290,3251
17291,4387
17292,5500
17293,6586
17294,7639
17295,8653
17296,9623
17297,10544
17298,11412
17299,12221
17300,12969
17301,13651
17302,14264
17303,14805
17304,15270
17305,15657
17306,15966
17307,16193
17308,16339
17309,16401
17310,16380
17311,16276
17312,16090
17313,15822
17314,15473
17315,15046
17316,14544
17317,13967
17318,13319
17319,12604
17320,11824
17321,10985
17322,10090
17323,9144
17324,8151
17325,7117
17326,6047
17327,4947
17328,3821
17329,2676
17330,1517
17331,351
17332,-817
17333,-1981
17334,-3135
17335,-4274
17336,-5390
17337,-6479
17338,-7535
17339,-8553
17340,-9528
17341,-10454
17342,-11327
17343,-12143
17344,-12897
17345,-13586
17346,-14206
17347,-14754
17348,-15227
17349,-15622
17350,-15938
17351,-16174
17352,-16328
17353,-16398
17354,-16386
17355,-16290
17356,-16112
17357,-15852
17358,-15511
17359,-15092
17360,-14597
17361,-14027
17362,-13386
17363,-12678
17364,-11904
17365,-11071
17366,-10181
17367,-9240
17368,-8252
17369,-7222
17370,-6155
17371,-5058
17372,-3934
17373,-2791
17374,-1633
17375,-467
17376,701
17377,1866
17378,3021
17379,4161
17380,5280
17381,6372
17382,7431
17383,8454
17384,9433
17385,10364
17386,11243
17387,12064
17388,12825
17389,13520
17390,14147
17391,14702
17392,15183
17393,15586
17394,15911
17395,16155
17396,16316
17397,16395
17398,16391
17399,16304
17400,16134
17401,15882
17402,15549
17403,15138
17404,14650
17405,14088
17406,13454
17407,12752
17408,11985
17409,11157
17410,10273
17411,9337
17412,8353
17413,7327
17414,6264
17415,5169
17416,4048
17417,2906
17418,1750
17419,584
17420,-584
17421,-1749
17422,-2906
17423,-4048
17424,-5169
17425,-6264
17426,-7327
17427,-8353
17428,-9337
17429,-10273
17430,-11157
17431,-11985
17432,-12751
17433,-13454
17434,-14088
17435,-14650
17436,-15138
17437,-15549
17438,-15882
17439,-16133
17440,-16303
17441,-16391
17442,-16395
17443,-16316
17444,-16154
17445,-15911
17446,-15586
17447,-15183
17448,-14702
17449,-14147
17450,-13520
17451,-12825
17452,-12064
17453,-11243
17454,-10364
17455,-9432
17456,-8453
17457,-7431
17458,-6372
17459,-5280
17460,-4161
17461,-3021
17462,-1865
17463,-701
17464,467
17465,1634
17466,2791
17467,3935
17468,5058
17469,6156
17470,7222
17471,8253
17472,9241
17473,10182
17474,11071
17475,11905
17476,12678
17477,13387
17478,14028
17479,14597
17480,15093
17481,15512
17482,15852
17483,16112
17484,16290
17485,16386
17486,16398
17487,16328
17488,16174
17489,15939
17490,15622
17491,15227
17492,14754
17493,14206
17494,13586
17495,12898
17496,12143
17497,11328
17498,10454
17499,9528
17500,8553
17501,7536
17502,6479
17503,5390
17504,4274
17505,3136
17506,1982
17507,818
17508,-351
17509,-1517
17510,-2675
17511,-3821
17512,-4947
17513,-6047
17514,-7117
17515,-8151
17516,-9143
17517,-10090
17518,-10985
17519,-11824
17520,-12603
17521,-13318
17522,-13966
17523,-14543
17524,-15046
17525,-15473
17526,-15821
17527,-16089
17528,-16276
17529,-16380
17530,-16401
17531,-16338
17532,-16193
17533,-15966
17534,-15657
17535,-15270
17536,-14804
17537,-14264
17538,-13651
17539,-12969
17540,-12221
17541,-11411
17542,-10544
17543,-9623
17544,-8653
17545,-7639
17546,-6586
17547,-5500
17548,-4386
17549,-3250
17550,-2098
17551,-934
17552,234
17553,1401
17554,2560
17555,3707
17556,4835
17557,5939
17558,7012
17559,8050
17560,9047
17561,9998
17562,10898
17563,11743
17564,12528
17565,13250
17566,13905
17567,14489
17568,15000
17569,15434
17570,15790
17571,16067
17572,16261
17573,16373
17574,16403
17575,16349
17576,16212
17577,15992
17578,15692
17579,15312
17580,14855
17581,14322
17582,13716
17583,13041
17584,12299
17585,11495
17586,10633
17587,9717
17588,8752
17589,7742
17590,6693
17591,5611
17592,4499
17593,3365
17594,2213
17595,1051
17596,-117
17597,-1284
17598,-2445
17599,-3593
17600,-4723
17601,-5829
17602,-6906
17603,-7947
17604,-8948
17605,-9904
17606,-10810
17607,-11661
17608,-12452
17609,-13181
17610,-13842
17611,-14434
17612,-14952
17613,-15394
17614,-15758
17615,-16043
17616,-16245
17617,-16366
17618,-16403
17619,-16357
17620,-16229
17621,-16018
17622,-15726
17623,-15353
17624,-14903
17625,-14378
17626,-13779
17627,-13111
17628,-12376
17629,-11578
17630,-10722
17631,-9811
17632,-8851
17633,-7845
17634,-6800
17635,-5720
17636,-4611
17637,-3479
17638,-2329
17639,-1168
17640,0
17641,1168
17642,2329
17643,3479
17644,4611
17645,5720
17646,6800
17647,7845
17648,8851
17649,9811
17650,10722
17651,11579
17652,12376
17653,13111
17654,13779
17655,14378
17656,14904
17657,15354
17658,15726
17659,16018
17660,16229
17661,16358
17662,16404
17663,16366
17664,16245
17665,16043
17666,15759
17667,15394
17668,14952
17669,14434
17670,13843
17671,13181
17672,12452
17673,11661
17674,10810
17675,9905
17676,8949
17677,7947
17678,6906
17679,5830
17680,4723
17681,3593
17682,2445
17683,1284
17684,117
17685,-1051
17686,-2213
17687,-3365
17688,-4499
17689,-5610
17690,-6693
17691,-7742
17692,-8752
17693,-9717
17694,-10633
17695,-11495
17696,-12299
17697,-13040
17698,-13715
17699,-14321
17700,-14854
17701,-15312
17702,-15692
17703,-15992
17704,-16211
17705,-16348
17706,-16402
17707,-16373
17708,-16261
17709,-16066
17710,-15790
17711,-15434
17712,-15000
17713,-14489
17714,-13905
17715,-13250
17716,-12528
17717,-11742
17718,-10897
17719,-9997
17720,-9046
17721,-8049
17722,-7012
17723,-5938
17724,-4835
17725,-3707
17726,-2560
17727,-1400
17728,-233
17729,934
17730,2098
17731,3251
17732,4386
17733,5500
17734,6587
17735,7639
17736,8653
17737,9623
17738,10544
17739,11412
17740,12222
17741,12969
17742,13651
17743,14264
17744,14804
17745,15270
17746,15657
17747,15966
17748,16193
17749,16339
17750,16401
17751,16380
17752,16276
17753,16090
17754,15822
17755,15474
17756,15046
17757,14544
17758,13966
17759,13319
17760,12604
17761,11824
17762,10985
17763,10090
17764,9144
17765,8151
17766,7117
17767,6047
17768,4947
17769,3821
17770,2676
17771,1517
17772,351
17773,-818
17774,-1981
17775,-3136
17776,-4274
17777,-5390
17778,-6479
17779,-7535
17780,-8553
17781,-9528
17782,-10454
17783,-11327
17784,-12143
17785,-12897
17786,-13586
17787,-14206
17788,-14754
17789,-15227
17790,-15622
17791,-15939
17792,-16174
17793,-16327
17794,-16398
17795,-16386
17796,-16290
17797,-16112
17798,-15852
17799,-15512
17800,-15092
17801,-14597
17802,-14027
17803,-13387
17804,-12678
17805,-11905
17806,-11071
17807,-10182
17808,-9240
17809,-8252
17810,-7222
17811,-6155
17812,-5058
17813,-3934
17814,-2791
17815,-1633
17816,-467
17817,701
17818,1866
17819,3021
17820,4161
17821,5280
17822,6372
17823,7432
17824,8453
17825,9433
17826,10364
17827,11243
17828,12064
17829,12825
17830,13520
17831,14147
17832,14702
17833,15183
17834,15586
17835,15911
17836,16154
17837,16316
17838,16395
17839,16391
17840,16304
17841,16134
17842,15882
17843,15549
17844,15138
17845,14650
17846,14088
17847,13454
17848,12752
17849,11985
17850,11157
17851,10273
17852,9337
17853,8353
17854,7327
17855,6264
17856,5169
17857,4048
17858,2906
17859,1750
17860,584
17861,-584
17862,-1749
17863,-2906
17864,-4048
17865,-5169
17866,-6264
17867,-7327
17868,-8353
17869,-9336
17870,-10273
17871,-11157
17872,-11985
17873,-12752
17874,-13454
17875,-14088
17876,-14650
17877,-15138
17878,-15549
17879,-15882
17880,-16133
17881,-16303
17882,-16391
17883,-16395
17884,-16316
17885,-16154
17886,-15910
17887,-15586
17888,-15183
17889,-14702
17890,-14147
17891,-13520
17892,-12825
17893,-12064
17894,-11242
17895,-10364
17896,-9432
17897,-8453
17898,-7431
17899,-6371
17900,-5280
17901,-4161
17902,-3021
17903,-1865
17904,-701
17905,467
17906,1634
17907,2791
17908,3934
17909,5058
17910,6156
17911,7223
17912,8253
17913,9241
17914,10182
17915,11071
17916,11905
17917,12678
17918,13387
17919,14028
17920,14597
17921,15093
17922,15512
17923,15852
17924,16112
17925,16291
17926,16386
17927,16398
17928,16328
17929,16174
17930,15939
17931,15622
17932,15227
17933,14754
17934,14206
17935,13586
17936,12898
17937,12143
17938,11327
17939,10454
17940,9528
17941,8554
17942,7536
17943,6479
17944,5390
17945,4274
17946,3136
17947,1982
17948,818
17949,-350
17950,-1517
17951,-2676
17952,-3821
17953,-4947
17954,-6047
17955,-7117
17956,-8151
17957,-9144
17958,-10090
17959,-10985
17960,-11824
17961,-12603
17962,-13318
17963,-13966
17964,-14543
17965,-15046
17966,-15473
17967,-15822
17968,-16090
17969,-16276
17970,-16380
17971,-16401
17972,-16338
17973,-16193
17974,-15966
17975,-15657
17976,-15270
17977,-14804
17978,-14264
17979,-13651
17980,-12969
17981,-12221
17982,-11411
17983,-10544
17984,-9623
17985,-8653
17986,-7639
17987,-6586
17988,-5500
17989,-4386
17990,-3250
17991,-2097
17992,-934
17993,234
17994,1401
17995,2560
17996,3707
17997,4835
17998,5939
17999,7012
18000,8049
18001,9047
18002,9998
18003,10898
18004,11743
18005,12528
18006,13250
18007,13905
18008,14489
18009,15000
18010,15434
18011,15791
18012,16067
18013,16262
18014,16373
18015,16403
18016,16349
18017,16212
18018,15992
18019,15692
18020,15312
18021,14855
18022,14322
18023,13716
18024,13041
18025,12299
18026,11495
18027,10633
18028,9717
18029,8752
18030,7742
18031,6694
18032,5611
18033,4499
18034,3365
18035,2213
18036,1051
18037,-117
18038,-1284
18039,-2445
18040,-3593
18041,-4723
18042,-5829
18043,-6906
18044,-7947
18045,-8948
18046,-9904
18047,-10810
18048,-11661
18049,-12452
18050,-13181
18051,-13842
18052,-14434
18053,-14952
18054,-15394
18055,-15758
18056,-16043
18057,-16245
18058,-16366
18059,-16403
18060,-16357
18061,-16229
18062,-16018
18063,-15725
18064,-15353
18065,-14903
18066,-14378
18067,-13779
18068,-13111
18069,-12376
18070,-11578
18071,-10722
18072,-9811
18073,-8851
18074,-7845
18075,-6800
18076,-5720
18077,-4611
18078,-3479
18079,-2329
18080,-1168
18081,0
18082,1168
18083,2329
18084,3479
18085,4611
18086,5720
18087,6800
18088,7845
18089,8851
18090,9811
18091,10722
18092,11578
18093,12376
18094,13111
18095,13779
18096,14378
18097,14903
18098,15354
18099,15726
18100,16018
18101,16229
18102,16358
18103,16404
18104,16366
18105,16245
18106,16043
18107,15759
18108,15394
18109,14952
18110,14434
18111,13842
18112,13181
18113,12452
18114,11661
18115,10810
18116,9905
18117,8949
18118,7947
18119,6906
18120,5829
18121,4723
18122,3593
18123,2445
18124,1284
18125,117
18126,-1051
18127,-2213
18128,-3365
18129,-4499
18130,-5610
18131,-6693
18132,-7742
18133,-8752
18134,-9717
18135,-10633
18136,-11495
18137,-12299
18138,-13040
18139,-13715
18140,-14321
18141,-14854
18142,-15312
18143,-15692
18144,-15992
18145,-16211
18146,-16348
18147,-16403
18148,-16373
18149,-16261
18150,-16067
18151,-15790
18152,-15434
18153,-14999
18154,-14489
18155,-13905
18156,-13250
18157,-12528
18158,-11743
18159,-10898
18160,-9997
18161,-9046
18162,-8049
18163,-7012
18164,-5938
18165,-4835
18166,-3707
18167,-2560
18168,-1400
18169,-233
18170,935
18171,2098
18172,3251
18173,4386
18174,5501
18175,6587
18176,7639
18177,8653
18178,9623
18179,10544
18180,11412
18181,12221
18182,12969
18183,13651
18184,14264
18185,14804
18186,15270
18187,15658
18188,15966
18189,16193
18190,16339
18191,16401
18192,16380
18193,16276
18194,16090
18195,15822
18196,15473
18197,15046
18198,14543
18199,13967
18200,13319
18201,12604
18202,11824
18203,10985
18204,10090
18205,9144
18206,8151
18207,7117
18208,6047
18209,4947
18210,3821
18211,2676
18212,1517
18213,351
18214,-817
18215,-1981
18216,-3135
18217,-4274
18218,-5390
18219,-6479
18220,-7535
18221,-8553
18222,-9528
18223,-10454
18224,-11327
18225,-12143
18226,-12897
18227,-13586
18228,-14206
18229,-14754
18230,-15226
18231,-15622
18232,-15938
18233,-16174
18234,-16328
18235,-16398
18236,-16386
18237,-16290
18238,-16112
18239,-15852
18240,-15511
18241,-15092
18242,-14597
18243,-14027
18244,-13386
18245,-12678
18246,-11904
18247,-11071
18248,-10182
18249,-9240
18250,-8252
18251,-7222
18252,-6155
18253,-5058
18254,-3934
18255,-2791
18256,-1633
18257,-467
18258,701
18259,1866
18260,3021
18261,4161
18262,5280
18263,6372
18264,7432
18265,8453
18266,9433
18267,10364
18268,11243
18269,12065
18270,12825
18271,13520
18272,14147
18273,14702
18274,15183
18275,15586
18276,15911
18277,16154
18278,16316
18279,16395
18280,16391
18281,16304
18282,16134
18283,15882
18284,15549
18285,15138
18286,14650
18287,14088
18288,13454
18289,12752
18290,11985
18291,11157
18292,10273
18293,9337
18294,8353
18295,7327
18296,6264
18297,5169
18298,4048
18299,2906
18300,1749
18301,584
18302,-584
18303,-1749
18304,-2906
18305,-4047
18306,-5169
18307,-6264
18308,-7327
18309,-8353
18310,-9337
18311,-10273
18312,-11157
18313,-11985
18314,-12752
18315,-13453
18316,-14088
18317,-14650
18318,-15138
18319,-15549
18320,-15881
18321,-16134
18322,-16304
18323,-16391
18324,-16395
18325,-16316
18326,-16154
18327,-15910
18328,-15586
18329,-15183
18330,-14702
18331,-14147
18332,-13520
18333,-12825
18334,-12064
18335,-11243
18336,-10364
18337,-9433
18338,-8453
18339,-7431
18340,-6372
18341,-5279
18342,-4161
18343,-3021
18344,-1865
18345,-701
18346,468
18347,1633
18348,2791
18349,3935
18350,5058
18351,6156
18352,7223
18353,8252
18354,9240
18355,10182
18356,11071
18357,11905
18358,12678
18359,13387
18360,14027
18361,14597
18362,15093
18363,15512
18364,15852
18365,16112
18366,16290
18367,16386
18368,16398
18369,16328
18370,16174
18371,15939
18372,15622
18373,15227
18374,14754
18375,14206
18376,13586
18377,12898
18378,12143
18379,11328
18380,10454
18381,9528
18382,8554
18383,7536
18384,6479
18385,5390
18386,4274
18387,3136
18388,1982
18389,818
18390,-350
18391,-1517
18392,-2676
18393,-3821
18394,-4946
18395,-6047
18396,-7117
18397,-8151
18398,-9144
18399,-10090
18400,-10985
18401,-11824
18402,-12603
18403,-13319
18404,-13966
18405,-14543
18406,-15046
18407,-15473
18408,-15822
18409,-16089
18410,-16276
18411,-16380
18412,-16401
18413,-16339
18414,-16193
18415,-15966
18416,-15657
18417,-15270
18418,-14804
18419,-14264
18420,-13651
18421,-12969
18422,-12221
18423,-11411
18424,-10544
18425,-9623
18426,-8653
18427,-7639
18428,-6586
18429,-5500
18430,-4386
18431,-3250
18432,-2098
18433,-934
18434,234
18435,1401
18436,2560
18437,3707
18438,4835
18439,5939
18440,7012
18441,8050
18442,9046
18443,9997
18444,10898
18445,11743
18446,12528
18447,13250
18448,13905
18449,14489
18450,15000
18451,15434
18452,15791
18453,16067
18454,16261
18455,16374
18456,16403
18457,16348
18458,16212
18459,15992
18460,15692
18461,15312
18462,14854
18463,14321
18464,13716
18465,13041
18466,12299
18467,11495
18468,10633
18469,9717
18470,8752
18471,7742
18472,6693
18473,5611
18474,4499
18475,3365
18476,2214
18477,1051
18478,-117
18479,-1284
18480,-2445
18481,-3593
18482,-4723
18483,-5829
18484,-6906
18485,-7947
18486,-8949
18487,-9905
18488,-10810
18489,-11661
18490,-12452
18491,-13181
18492,-13842
18493,-14434
18494,-14952
18495,-15394
18496,-15758
18497,-16042
18498,-16245
18499,-16366
18500,-16403
18501,-16357
18502,-16229
18503,-16018
18504,-15726
18505,-15353
18506,-14903
18507,-14378
18508,-13779
18509,-13111
18510,-12376
18511,-11578
18512,-10722
18513,-9811
18514,-8851
18515,-7845
18516,-6800
18517,-5720
18518,-4611
18519,-3479
18520,-2329
18521,-1167
18522,0
18523,1168
18524,2329
18525,3479
18526,4611
18527,5720
18528,6800
18529,7845
18530,8851
18531,9811
18532,10722
18533,11578
18534,12376
18535,13111
18536,13780
18537,14378
18538,14904
18539,15354
18540,15726
18541,16018
18542,16229
18543,16358
18544,16403
18545,16366
18546,16246
18547,16043
18548,15759
18549,15394
18550,14952
18551,14434
18552,13843
18553,13181
18554,12453
18555,11661
18556,10810
18557,9905
18558,8949
18559,7948
18560,6906
18561,5830
18562,4723
18563,3593
18564,2445
18565,1284
18566,117
18567,-1051
18568,-2213
18569,-3365
18570,-4499
18571,-5610
18572,-6693
18573,-7742
18574,-8752
18575,-9717
18576,-10633
18577,-11495
18578,-12299
18579,-13040
18580,-13716
18581,-14321
18582,-14854
18583,-15312
18584,-15692
18585,-15992
18586,-16211
18587,-16348
18588,-16402
18589,-16373
18590,-16261
18591,-16067
18592,-15790
18593,-15434
18594,-14999
18595,-14489
18596,-13905
18597,-13250
18598,-12528
18599,-11743
18600,-10898
18601,-9997
18602,-9046
18603,-8049
18604,-7012
18605,-5938
18606,-4835
18607,-3707
18608,-2560
18609,-1400
18610,-234
18611,934
18612,2098
18613,3251
18614,4387
18615,5500
18616,6587
18617,7639
18618,8653
18619,9623
18620,10544
18621,11412
18622,12222
18623,12969
18624,13651
18625,14264
18626,14805
18627,15270
18628,15658
18629,15966
18630,16193
18631,16339
18632,16401
18633,16380
18634,16276
18635,16090
18636,15822
18637,15473
18638,15047
18639,14544
18640,13966
18641,13319
18642,12603
18643,11824
18644,10985
18645,10090
18646,9144
18647,8151
18648,7117
18649,6047
18650,4947
18651,3821
18652,2676
18653,1517
18654,351
18655,-817
18656,-1982
18657,-3135
18658,-4274
18659,-5390
18660,-6479
18661,-7535
18662,-8553
18663,-9528
18664,-10454
18665,-11327
18666,-12143
18667,-12897
18668,-13586
18669,-14206
18670,-14753
18671,-15227
18672,-15622
18673,-15939
18674,-16174
18675,-16328
18676,-16398
18677,-16386
18678,-16290
18679,-16112
18680,-15852
18681,-15511
18682,-15092
18683,-14597
18684,-14027
18685,-13386
18686,-12678
18687,-11905
18688,-11071
18689,-10182
18690,-9240
18691,-8252
18692,-7222
18693,-6156
18694,-5058
18695,-3934
18696,-2791
18697,-1633
18698,-467
18699,701
18700,1866
18701,3021
18702,4161
18703,5280
18704,6372
18705,7431
18706,8453
18707,9433
18708,10364
18709,11243
18710,12064
18711,12825
18712,13520
18713,14147
18714,14702
18715,15183
18716,15586
18717,15911
18718,16154
18719,16316
18720,16395
18721,16391
18722,16304
18723,16134
18724,15882
18725,15550
18726,15138
18727,14650
18728,14088
18729,13454
18730,12752
18731,11985
18732,11157
18733,10273
18734,9337
18735,8353
18736,7327
18737,6264
18738,5169
