,M
6759,-12143
6760,-12897
6761,-13586
6762,-14206
6763,-14754
6764,-15226
6765,-15622
6766,-15938
6767,-16174
6768,-16328
6769,-16398
6770,-16386
6771,-16290
6772,-16112
6773,-15852
6774,-15511
6775,-15093
6776,-14597
6777,-14027
6778,-13387
6779,-12678
6780,-11904
6781,-11071
6782,-10182
6783,-9240
6784,-8252
6785,-7222
6786,-6156
6787,-5058
6788,-3934
6789,-2791
6790,-1633
6791,-467
6792,701
6793,1866
6794,3021
6795,4161
6796,5280
6797,6372
6798,7431
6799,8454
6800,9433
6801,10364
6802,11243
6803,12065
6804,12825
6805,13520
6806,14147
6807,14702
6808,15183
6809,15586
6810,15911
6811,16155
6812,16316
6813,16395
6814,16391
6815,16304
6816,16134
6817,15882
6818,15549
6819,15138
6820,14650
6821,14088
6822,13454
6823,12752
6824,11985
6825,11157
6826,10273
6827,9337
6828,8353
6829,7327
6830,6264
6831,5169
6832,4048
6833,2906
6834,1750
6835,584
6836,-584
6837,-1749
6838,-2906
6839,-4048
6840,-5169
6841,-6264
6842,-7327
6843,-8353
6844,-9336
6845,-10273
6846,-11157
6847,-11985
6848,-12751
6849,-13453
6850,-14088
6851,-14650
6852,-15138
6853,-15549
6854,-15882
6855,-16133
6856,-16304
6857,-16391
6858,-16395
6859,-16316
6860,-16154
6861,-15911
6862,-15586
6863,-15183
6864,-14702
6865,-14147
6866,-13520
6867,-12825
6868,-12064
6869,-11243
6870,-10364
6871,-9432
6872,-8453
6873,-7431
6874,-6372
6875,-5280
6876,-4161
6877,-3021
6878,-1866
6879,-701
6880,468
6881,1634
6882,2791
6883,3935
6884,5058
6885,6156
6886,7223
6887,8253
6888,9240
6889,10182
6890,11072
6891,11905
6892,12678
6893,13387
6894,14027
6895,14597
6896,15093
6897,15512
6898,15852
6899,16112
6900,16290
6901,16386
6902,16399
6903,16328
6904,16174
6905,15939
6906,15622
6907,15227
6908,14754
6909,14206
6910,13586
6911,12898
6912,12143
6913,11327
6914,10454
6915,9528
6916,8554
6917,7536
6918,6479
6919,5390
6920,4274
6921,3136
6922,1982
6923,818
6924,-351
6925,-1517
6926,-2675
6927,-3821
6928,-4947
6929,-6047
6930,-7117
6931,-8151
6932,-9144
6933,-10090
6934,-10985
6935,-11824
6936,-12603
6937,-13318
6938,-13966
6939,-14543
6940,-15046
6941,-15473
6942,-15821
6943,-16089
6944,-16276
6945,-16380
6946,-16401
6947,-16338
6948,-16193
6949,-15966
6950,-15657
6951,-15270
6952,-14804
6953,-14264
6954,-13651
6955,-12969
6956,-12221
6957,-11412
6958,-10544
6959,-9623
6960,-8653
6961,-7639
6962,-6586
6963,-5500
6964,-4386
6965,-3250
6966,-2097
6967,-934
6968,234
6969,1401
6970,2560
6971,3707
6972,4835
6973,5939
6974,7012
6975,8049
6976,9047
6977,9998
6978,10898
6979,11743
6980,12528
6981,13250
6982,13905
6983,14489
6984,15000
6985,15434
6986,15790
6987,16067
6988,16262
6989,16373
6990,16403
6991,16349
6992,16212
6993,15992
6994,15692
6995,15312
6996,14855
6997,14322
6998,13716
6999,13041
7000,12299
7001,11496
7002,10633
7003,9717
7004,8752
7005,7742
7006,6693
7007,5611
7008,4499
7009,3365
7010,2213
7011,1051
7012,-117
7013,-1284
7014,-2445
7015,-3593
7016,-4723
7017,-5829
7018,-6906
7019,-7947
7020,-8949
7021,-9904
7022,-10810
7023,-11661
7024,-12452
7025,-13181
7026,-13842
7027,-14434
7028,-14952
7029,-15394
7030,-15758
7031,-16042
7032,-16245
7033,-16366
7034,-16403
7035,-16357
7036,-16229
7037,-16018
7038,-15725
7039,-15353
7040,-14903
7041,-14378
7042,-13779
7043,-13111
7044,-12376
7045,-11578
7046,-10722
7047,-9811
7048,-8851
7049,-7845
7050,-6800
7051,-5720
7052,-4611
7053,-3479
7054,-2329
7055,-1168
7056,0
7057,1168
7058,2329
7059,3479
7060,4611
7061,5720
7062,6800
7063,7845
7064,8851
7065,9811
7066,10722
7067,11579
7068,12376
7069,13111
7070,13780
7071,14378
7072,14903
7073,15354
7074,15726
7075,16018
7076,16229
7077,16358
7078,16403
7079,16366
7080,16245
7081,16043
7082,15759
7083,15394
7084,14952
7085,14434
7086,13843
7087,13181
7088,12453
7089,11661
7090,10810
7091,9905
7092,8949
7093,7947
7094,6906
7095,5830
7096,4723
7097,3593
7098,2445
7099,1284
7100,117
7101,-1051
7102,-2213
7103,-3365
7104,-4499
7105,-5610
7106,-6693
7107,-7742
7108,-8752
7109,-9717
7110,-10633
7111,-11495
7112,-12299
7113,-13040
7114,-13715
7115,-14321
7116,-14854
7117,-15312
7118,-15692
7119,-15992
7120,-16211
7121,-16348
7122,-16403
7123,-16373
7124,-16261
7125,-16067
7126,-15790
7127,-15434
7128,-14999
7129,-14489
7130,-13905
7131,-13250
7132,-12528
7133,-11743
7134,-10898
7135,-9997
7136,-9046
7137,-8049
7138,-7012
7139,-5938
7140,-4835
7141,-3707
7142,-2560
7143,-1400
7144,-233
7145,934
7146,2098
7147,3251
7148,4387
7149,5500
7150,6587
7151,7639
7152,8653
7153,9623
7154,10544
7155,11412
7156,12222
7157,12969
7158,13651
7159,14264
7160,14805
7161,15270
7162,15658
7163,15966
7164,16193
7165,16339
7166,16401
7167,16380
7168,16276
7169,16090
7170,15822
7171,15473
7172,15047
7173,14544
7174,13967
7175,13319
7176,12603
7177,11824
7178,10985
7179,10090
7180,9144
7181,8151
7182,7117
7183,6047
7184,4947
7185,3821
7186,2676
7187,1517
7188,351
7189,-818
7190,-1982
7191,-3136
7192,-4274
7193,-5390
7194,-6479
7195,-7535
7196,-8553
7197,-9528
7198,-10454
7199,-11327
7200,-12143
7201,-12897
7202,-13586
7203,-14206
7204,-14753
7205,-15226
7206,-15622
7207,-15939
7208,-16174
7209,-16327
7210,-16398
7211,-16386
7212,-16290
7213,-16112
7214,-15852
7215,-15511
7216,-15092
7217,-14597
7218,-14027
7219,-13386
7220,-12678
7221,-11904
7222,-11071
7223,-10181
7224,-9240
7225,-8252
7226,-7222
7227,-6156
7228,-5058
7229,-3934
7230,-2791
7231,-1633
7232,-467
7233,701
7234,1866
7235,3021
7236,4161
7237,5280
7238,6372
7239,7432
7240,8454
7241,9433
7242,10364
7243,11243
7244,12064
7245,12825
7246,13520
7247,14147
7248,14702
7249,15183
7250,15586
7251,15911
7252,16154
7253,16316
7254,16395
7255,16391
7256,16304
7257,16134
7258,15882
7259,15549
7260,15138
7261,14650
7262,14088
7263,13454
7264,12752
7265,11985
7266,11157
7267,10273
7268,9337
7269,8353
7270,7327
7271,6264
7272,5169
7273,4048
7274,2906
7275,1750
7276,584
7277,-584
7278,-1749
7279,-2906
7280,-4047
7281,-5169
7282,-6264
7283,-7327
7284,-8353
7285,-9336
7286,-10273
7287,-11157
7288,-11985
7289,-12752
7290,-13454
7291,-14087
7292,-14650
7293,-15138
7294,-15549
7295,-15882
7296,-16133
7297,-16303
7298,-16391
7299,-16395
7300,-16316
7301,-16154
7302,-15910
7303,-15586
7304,-15183
7305,-14702
7306,-14147
7307,-13520
7308,-12825
7309,-12064
7310,-11243
7311,-10364
7312,-9433
7313,-8453
7314,-7431
7315,-6372
7316,-5279
7317,-4161
7318,-3021
7319,-1866
7320,-701
7321,467
7322,1633
7323,2791
7324,3934
7325,5058
7326,6156
7327,7222
7328,8252
7329,9241
7330,10182
7331,11071
7332,11905
7333,12678
7334,13387
7335,14028
7336,14597
7337,15093
7338,15512
7339,15852
7340,16112
7341,16291
7342,16386
7343,16398
7344,16328
7345,16174
7346,15939
7347,15622
7348,15227
7349,14754
7350,14206
7351,13586
7352,12897
7353,12143
7354,11327
7355,10454
7356,9528
7357,8554
7358,7535
7359,6479
7360,5390
7361,4274
7362,3136
7363,1982
7364,818
7365,-351
7366,-1517
7367,-2676
7368,-3821
7369,-4946
7370,-6047
7371,-7117
7372,-8151
7373,-9143
7374,-10090
7375,-10985
7376,-11824
7377,-12603
7378,-13319
7379,-13966
7380,-14543
7381,-15046
7382,-15473
7383,-15821
7384,-16089
7385,-16276
7386,-16380
7387,-16401
7388,-16338
7389,-16193
7390,-15966
7391,-15657
7392,-15269
7393,-14804
7394,-14264
7395,-13651
7396,-12969
7397,-12221
7398,-11412
7399,-10544
7400,-9623
7401,-8653
7402,-7639
7403,-6586
7404,-5500
7405,-4386
7406,-3250
7407,-2097
7408,-934
7409,234
7410,1401
7411,2561
7412,3707
7413,4835
7414,5939
7415,7012
7416,8050
7417,9046
7418,9997
7419,10898
7420,11743
7421,12528
7422,13250
7423,13905
7424,14489
7425,15000
7426,15434
7427,15791
7428,16067
7429,16261
7430,16373
7431,16403
7432,16348
7433,16212
7434,15992
7435,15692
7436,15312
7437,14855
7438,14321
7439,13716
7440,13041
7441,12299
7442,11495
7443,10633
7444,9717
7445,8752
7446,7742
7447,6693
7448,5610
7449,4499
7450,3365
7451,2214
7452,1051
7453,-117
7454,-1284
7455,-2445
7456,-3593
7457,-4723
7458,-5829
7459,-6906
7460,-7947
7461,-8948
7462,-9904
7463,-10810
7464,-11661
7465,-12452
7466,-13181
7467,-13842
7468,-14434
7469,-14952
7470,-15394
7471,-15758
7472,-16043
7473,-16245
7474,-16366
7475,-16403
7476,-16358
7477,-16229
7478,-16018
7479,-15725
7480,-15353
7481,-14903
7482,-14378
7483,-13779
7484,-13111
7485,-12376
7486,-11578
7487,-10722
7488,-9811
7489,-8851
7490,-7845
7491,-6800
7492,-5720
7493,-4611
7494,-3479
7495,-2329
7496,-1168
7497,0
7498,1168
7499,2329
7500,3479
7501,4611
7502,5720
7503,6800
7504,7845
7505,8851
7506,9811
7507,10722
7508,11579
7509,12376
7510,13111
7511,13779
7512,14378
7513,14903
7514,15353
7515,15726
7516,16018
7517,16229
7518,16358
7519,16403
7520,16366
7521,16245
7522,16043
7523,15758
7524,15394
7525,14952
7526,14434
7527,13843
7528,13181
7529,12452
7530,11661
7531,10810
7532,9905
7533,8949
7534,7947
7535,6906
7536,5829
7537,4723
7538,3593
7539,2445
7540,1284
7541,117
7542,-1051
7543,-2213
7544,-3364
7545,-4499
7546,-5610
7547,-6693
7548,-7742
7549,-8752
7550,-9717
7551,-10633
7552,-11495
7553,-12299
7554,-13040
7555,-13715
7556,-14321
7557,-14854
7558,-15312
7559,-15692
7560,-15992
7561,-16211
7562,-16348
7563,-16403
7564,-16373
7565,-16261
7566,-16066
7567,-15790
7568,-15434
7569,-15000
7570,-14489
7571,-13905
7572,-13250
7573,-12528
7574,-11742
7575,-10897
7576,-9997
7577,-9046
7578,-8049
7579,-7012
7580,-5938
7581,-4835
7582,-3707
7583,-2560
7584,-1401
7585,-233
7586,934
7587,2098
7588,3251
7589,4387
7590,5501
7591,6587
7592,7639
7593,8653
7594,9623
7595,10544
7596,11412
7597,12221
7598,12969
7599,13651
7600,14264
7601,14805
7602,15270
7603,15658
7604,15966
7605,16193
7606,16339
7607,16401
7608,16380
7609,16276
7610,16090
7611,15822
7612,15474
7613,15046
7614,14543
7615,13967
7616,13319
7617,12604
7618,11824
7619,10985
7620,10090
7621,9144
7622,8151
7623,7117
7624,6047
7625,4947
7626,3821
7627,2676
7628,1517
7629,351
7630,-817
7631,-1981
7632,-3136
7633,-4274
7634,-5390
7635,-6479
7636,-7535
7637,-8553
7638,-9528
7639,-10454
7640,-11327
7641,-12143
7642,-12897
7643,-13586
7644,-14206
7645,-14754
7646,-15226
7647,-15622
7648,-15939
7649,-16174
7650,-16327
7651,-16398
7652,-16386
7653,-16290
7654,-16112
7655,-15852
7656,-15512
7657,-15093
7658,-14597
7659,-14027
7660,-13386
7661,-12678
7662,-11904
7663,-11071
7664,-10181
7665,-9240
7666,-8252
7667,-7222
7668,-6156
7669,-5058
7670,-3934
7671,-2791
7672,-1633
7673,-467
7674,701
7675,1866
7676,3021
7677,4161
7678,5280
7679,6372
7680,7432
7681,8453
7682,9433
7683,10364
7684,11243
7685,12065
7686,12825
7687,13520
7688,14147
7689,14702
7690,15183
7691,15586
7692,15911
7693,16155
7694,16316
7695,16395
7696,16391
7697,16304
7698,16134
7699,15882
7700,15549
7701,15138
7702,14650
7703,14088
7704,13454
7705,12752
7706,11985
7707,11157
7708,10273
7709,9337
7710,8353
7711,7327
7712,6264
7713,5169
7714,4048
7715,2906
7716,1749
7717,584
7718,-584
7719,-1749
7720,-2906
7721,-4047
7722,-5169
7723,-6264
7724,-7327
7725,-8353
7726,-9336
7727,-10273
7728,-11157
7729,-11985
7730,-12751
7731,-13453
7732,-14087
7733,-14650
7734,-15138
7735,-15549
7736,-15882
7737,-16134
7738,-16304
7739,-16391
7740,-16395
7741,-16316
7742,-16154
7743,-15910
7744,-15586
7745,-15182
7746,-14702
7747,-14147
7748,-13520
7749,-12825
7750,-12064
7751,-11243
7752,-10364
7753,-9433
7754,-8453
7755,-7431
7756,-6372
7757,-5280
7758,-4161
7759,-3021
7760,-1865
7761,-701
7762,468
7763,1633
7764,2791
7765,3935
7766,5058
7767,6156
7768,7223
7769,8253
7770,9241
7771,10182
7772,11072
7773,11905
7774,12678
7775,13387
7776,14028
7777,14597
7778,15093
7779,15512
7780,15852
7781,16112
7782,16290
7783,16386
7784,16398
7785,16328
7786,16174
7787,15939
7788,15622
7789,15227
7790,14754
7791,14206
7792,13586
7793,12898
7794,12143
7795,11328
7796,10454
7797,9528
7798,8554
7799,7535
7800,6479
7801,5390
7802,4274
7803,3136
7804,1982
7805,818
7806,-350
7807,-1517
7808,-2675
7809,-3821
7810,-4946
7811,-6047
7812,-7117
7813,-8151
7814,-9144
7815,-10090
7816,-10985
7817,-11824
7818,-12603
7819,-13318
7820,-13966
7821,-14543
7822,-15046
7823,-15473
7824,-15821
7825,-16089
7826,-16276
7827,-16380
7828,-16401
7829,-16338
7830,-16193
7831,-15966
7832,-15657
7833,-15269
7834,-14804
7835,-14264
7836,-13651
7837,-12969
7838,-12221
7839,-11412
7840,-10544
7841,-9623
7842,-8653
7843,-7639
7844,-6586
7845,-5500
7846,-4386
7847,-3250
7848,-2098
7849,-934
7850,234
7851,1401
7852,2561
7853,3707
7854,4835
7855,5939
7856,7012
7857,8049
7858,9046
7859,9998
7860,10898
7861,11743
7862,12528
7863,13250
7864,13905
7865,14489
7866,15000
7867,15434
7868,15790
7869,16067
7870,16262
7871,16374
7872,16403
7873,16349
7874,16212
7875,15992
7876,15692
7877,15312
7878,14855
7879,14321
7880,13716
7881,13041
7882,12299
7883,11495
7884,10633
7885,9717
7886,8752
7887,7742
7888,6694
7889,5610
7890,4499
7891,3365
7892,2213
7893,1051
7894,-117
7895,-1284
7896,-2445
7897,-3593
7898,-4723
7899,-5829
7900,-6906
7901,-7947
7902,-8948
7903,-9905
7904,-10810
7905,-11661
7906,-12452
7907,-13181
7908,-13842
7909,-14434
7910,-14952
7911,-15394
7912,-15758
7913,-16043
7914,-16245
7915,-16366
7916,-16403
7917,-16357
7918,-16229
7919,-16018
7920,-15726
7921,-15353
7922,-14903
7923,-14378
7924,-13779
7925,-13111
7926,-12376
7927,-11578
7928,-10722
7929,-9811
7930,-8850
7931,-7845
7932,-6800
7933,-5720
7934,-4611
7935,-3479
7936,-2329
7937,-1167
7938,0
7939,1168
7940,2329
7941,3479
7942,4611
7943,5720
7944,6800
7945,7845
7946,8851
7947,9811
7948,10722
7949,11578
7950,12376
7951,13111
7952,13779
7953,14378
7954,14903
7955,15354
7956,15726
7957,16018
7958,16229
7959,16358
7960,16404
7961,16366
7962,16245
7963,16043
7964,15759
7965,15394
7966,14952
7967,14434
7968,13843
7969,13181
7970,12452
7971,11661
7972,10810
7973,9905
7974,8949
7975,7948
7976,6906
7977,5829
7978,4723
7979,3593
7980,2445
7981,1284
7982,117
7983,-1051
7984,-2213
7985,-3364
7986,-4499
7987,-5610
7988,-6693
7989,-7742
7990,-8752
7991,-9717
7992,-10633
7993,-11495
7994,-12299
7995,-13040
7996,-13716
7997,-14321
7998,-14854
7999,-15312
8000,-15692
8001,-15992
8002,-16211
8003,-16348
8004,-16402
8005,-16373
8006,-16261
8007,-16066
8008,-15790
8009,-15434
8010,-15000
8011,-14489
8012,-13905
8013,-13250
8014,-12528
8015,-11742
8016,-10898
8017,-9997
8018,-9046
8019,-8049
8020,-7012
8021,-5938
8022,-4835
8023,-3707
8024,-2560
8025,-1400
8026,-233
8027,934
8028,2098
8029,3251
8030,4387
8031,5501
8032,6586
8033,7639
8034,8653
8035,9623
8036,10544
8037,11412
8038,12222
8039,12969
8040,13651
8041,14264
8042,14804
8043,15270
8044,15657
8045,15966
8046,16193
8047,16339
8048,16401
8049,16380
8050,16276
8051,16090
8052,15822
8053,15473
8054,15046
8055,14544
8056,13966
8057,13319
8058,12604
8059,11824
8060,10985
8061,10090
8062,9144
8063,8151
8064,7117
8065,6047
8066,4947
8067,3821
8068,2676
8069,1517
8070,351
8071,-817
8072,-1981
8073,-3135
8074,-4274
8075,-5390
8076,-6479
8077,-7535
8078,-8553
8079,-9528
8080,-10454
8081,-11327
8082,-12143
8083,-12897
8084,-13586
8085,-14206
8086,-14753
8087,-15227
8088,-15622
8089,-15939
8090,-16174
8091,-16328
8092,-16398
8093,-16386
8094,-16290
8095,-16112
8096,-15852
8097,-15511
8098,-15092
8099,-14597
8100,-14027
8101,-13387
8102,-12678
8103,-11905
8104,-11071
8105,-10181
8106,-9240
8107,-8252
8108,-7222
8109,-6155
8110,-5058
8111,-3934
8112,-2791
8113,-1633
8114,-467
8115,701
8116,1866
8117,3021
8118,4161
8119,5280
8120,6372
8121,7432
8122,8454
8123,9433
8124,10364
8125,11243
8126,12065
8127,12825
8128,13520
8129,14147
8130,14702
8131,15183
8132,15586
8133,15911
8134,16154
8135,16316
8136,16395
8137,16391
8138,16304
8139,16134
8140,15882
8141,15549
8142,15138
8143,14650
8144,14088
8145,13454
8146,12752
8147,11985
8148,11157
8149,10273
8150,9337
8151,8353
8152,7327
8153,6264
8154,5169
8155,4048
8156,2906
8157,1750
8158,584
8159,-584
8160,-1749
8161,-2906
8162,-4047
8163,-5169
8164,-6264
8165,-7327
8166,-8353
8167,-9337
8168,-10273
8169,-11157
8170,-11985
8171,-12751
8172,-13454
8173,-14087
8174,-14650
8175,-15138
8176,-15549
8177,-15881
8178,-16133
8179,-16304
8180,-16391
8181,-16395
8182,-16316
8183,-16154
8184,-15910
8185,-15586
8186,-15183
8187,-14702
8188,-14147
8189,-13520
8190,-12825
8191,-12064
8192,-11242
8193,-10364
8194,-9433
8195,-8453
8196,-7431
8197,-6372
8198,-5280
8199,-4161
8200,-3021
8201,-1866
8202,-701
8203,467
8204,1633
8205,2791
8206,3935
8207,5058
8208,6156
8209,7223
8210,8253
8211,9241
8212,10182
8213,11072
8214,11905
8215,12678
8216,13387
8217,14027
8218,14597
8219,15093
8220,15512
8221,15852
8222,16112
8223,16290
8224,16386
8225,16399
8226,16328
8227,16174
8228,15939
8229,15622
8230,15227
8231,14754
8232,14206
8233,13586
8234,12897
8235,12143
8236,11327
8237,10454
8238,9528
8239,8554
8240,7536
8241,6479
8242,5390
8243,4274
8244,3136
8245,1982
8246,818
8247,-350
8248,-1517
8249,-2676
8250,-3821
8251,-4947
8252,-6047
8253,-7117
8254,-8151
8255,-9144
8256,-10090
8257,-10985
8258,-11824
8259,-12603
8260,-13319
8261,-13966
8262,-14543
8263,-15046
8264,-15473
8265,-15821
8266,-16090
8267,-16276
8268,-16380
8269,-16401
8270,-16339
8271,-16193
8272,-15966
8273,-15657
8274,-15269
8275,-14804
8276,-14264
8277,-13651
8278,-12969
8279,-12221
8280,-11412
8281,-10544
8282,-9623
8283,-8653
8284,-7639
8285,-6586
8286,-5500
8287,-4386
8288,-3250
8289,-2098
8290,-934
8291,234
8292,1401
8293,2560
8294,3707
8295,4835
8296,5939
8297,7012
8298,8049
8299,9046
8300,9997
8301,10898
8302,11743
8303,12528
8304,13250
8305,13905
8306,14489
8307,15000
8308,15434
8309,15791
8310,16067
8311,16262
8312,16374
8313,16403
8314,16349
8315,16212
8316,15992
8317,15692
8318,15312
8319,14854
8320,14322
8321,13716
8322,13041
8323,12299
8324,11495
8325,10633
8326,9717
8327,8752
8328,7742
8329,6694
8330,5610
8331,4499
8332,3365
8333,2214
8334,1051
8335,-117
8336,-1284
8337,-2445
8338,-3593
8339,-4723
8340,-5829
8341,-6906
8342,-7947
8343,-8949
8344,-9904
8345,-10810
8346,-11661
8347,-12452
8348,-13181
8349,-13842
8350,-14434
8351,-14952
8352,-15394
8353,-15758
8354,-16042
8355,-16245
8356,-16366
8357,-16403
8358,-16358
8359,-16229
8360,-16018
8361,-15725
8362,-15353
8363,-14903
8364,-14378
8365,-13779
8366,-13111
8367,-12376
8368,-11578
8369,-10722
8370,-9811
8371,-8850
8372,-7845
8373,-6800
8374,-5720
8375,-4611
8376,-3479
8377,-2329
8378,-1168
8379,0
8380,1168
8381,2329
8382,3479
8383,4611
8384,5720
8385,6800
8386,7845
8387,8851
8388,9811
8389,10722
8390,11579
8391,12376
8392,13111
8393,13780
8394,14378
8395,14904
8396,15353
8397,15726
8398,16018
8399,16229
8400,16358
8401,16403
8402,16366
8403,16246
8404,16043
8405,15758
8406,15394
8407,14952
8408,14434
8409,13843
8410,13181
8411,12453
8412,11661
8413,10810
8414,9905
8415,8949
8416,7948
8417,6906
8418,5829
8419,4723
8420,3593
8421,2445
8422,1284
8423,117
8424,-1051
8425,-2213
8426,-3364
8427,-4499
8428,-5610
8429,-6693
8430,-7742
8431,-8752
8432,-9717
8433,-10633
8434,-11495
8435,-12299
8436,-13040
8437,-13716
8438,-14321
8439,-14854
8440,-15312
8441,-15692
8442,-15992
8443,-16211
8444,-16348
8445,-16403
8446,-16373
8447,-16261
8448,-16066
8449,-15790
8450,-15434
8451,-15000
8452,-14489
8453,-13905
8454,-13250
8455,-12528
8456,-11743
8457,-10897
8458,-9997
8459,-9046
8460,-8049
8461,-7012
8462,-5938
8463,-4835
8464,-3707
8465,-2560
8466,-1400
8467,-233
8468,934
8469,2098
8470,3250
8471,4386
8472,5500
8473,6587
8474,7639
8475,8653
8476,9623
8477,10544
8478,11412
8479,12222
8480,12969
8481,13651
8482,14264
8483,14805
8484,15270
8485,15658
8486,15966
8487,16193
8488,16339
8489,16401
8490,16380
8491,16276
8492,16090
8493,15822
8494,15474
8495,15047
8496,14543
8497,13967
8498,13319
8499,12603
8500,11824
8501,10985
8502,10090
8503,9144
8504,8151
8505,7117
8506,6047
8507,4947
8508,3821
8509,2676
8510,1517
8511,351
8512,-818
8513,-1981
8514,-3135
8515,-4274
8516,-5390
8517,-6479
8518,-7535
8519,-8553
8520,-9528
8521,-10454
8522,-11327
8523,-12143
8524,-12897
8525,-13586
8526,-14206
8527,-14754
8528,-15226
8529,-15622
8530,-15938
8531,-16174
8532,-16328
8533,-16398
8534,-16386
8535,-16290
8536,-16112
8537,-15852
8538,-15512
8539,-15093
8540,-14597
8541,-14027
8542,-13387
8543,-12678
8544,-11905
8545,-11071
8546,-10182
8547,-9240
8548,-8252
8549,-7222
8550,-6155
8551,-5058
8552,-3934
8553,-2791
8554,-1633
8555,-467
8556,701
8557,1866
8558,3021
8559,4161
8560,5280
8561,6372
8562,7431
8563,8453
8564,9433
8565,10364
8566,11243
8567,12065
8568,12825
8569,13520
8570,14147
8571,14702
8572,15183
8573,15586
8574,15911
8575,16155
8576,16316
8577,16395
8578,16391
8579,16304
8580,16134
8581,15882
8582,15550
8583,15138
8584,14650
8585,14088
8586,13454
8587,12752
8588,11985
8589,11157
8590,10273
8591,9337
8592,8353
8593,7327
8594,6264
8595,5169
8596,4048
8597,2906
8598,1749
8599,584
8600,-584
8601,-1749
8602,-2906
8603,-4048
8604,-5169
8605,-6264
8606,-7327
8607,-8353
8608,-9337
8609,-10273
8610,-11157
8611,-11985
8612,-12751
8613,-13454
8614,-14087
8615,-14650
8616,-15138
8617,-15549
8618,-15881
8619,-16133
8620,-16304
8621,-16391
8622,-16395
8623,-16316
8624,-16154
8625,-15911
8626,-15586
8627,-15183
8628,-14702
8629,-14147
8630,-13520
8631,-12825
8632,-12064
8633,-11242
8634,-10364
8635,-9432
8636,-8453
8637,-7431
8638,-6371
8639,-5280
8640,-4161
8641,-3021
8642,-1866
8643,-701
8644,467
8645,1634
8646,2791
8647,3934
8648,5058
8649,6156
8650,7223
8651,8253
8652,9241
8653,10182
8654,11072
8655,11905
8656,12678
8657,13387
8658,14028
8659,14597
8660,15093
8661,15512
8662,15852
8663,16112
8664,16290
8665,16386
8666,16399
8667,16328
8668,16174
