,M=100Hz,M=200Hz,M=500Hz
18885,-14702,-13040,10898
18886,-14597,-13319,11743
18887,-14489,-13586,12528
18888,-14378,-13842,13250
18889,-14264,-14087,13905
18890,-14147,-14321,14489
18891,-14027,-14543,15000
18892,-13905,-14754,15434
18893,-13779,-14952,15790
18894,-13651,-15138,16067
18895,-13520,-15312,16262
18896,-13387,-15473,16373
18897,-13250,-15622,16403
18898,-13111,-15758,16349
18899,-12969,-15881,16211
18900,-12825,-15992,15992
18901,-12678,-16090,15692
18902,-12528,-16174,15312
18903,-12376,-16245,14855
18904,-12221,-16304,14322
18905,-12064,-16348,13716
18906,-11905,-16380,13041
18907,-11743,-16398,12299
18908,-11578,-16403,11496
18909,-11412,-16395,10633
18910,-11242,-16373,9717
18911,-11071,-16338,8752
18912,-10898,-16290,7742
18913,-10722,-16229,6693
18914,-10544,-16154,5611
18915,-10364,-16067,4499
18916,-10181,-15966,3365
18917,-9997,-15852,2213
18918,-9811,-15726,1051
18919,-9623,-15586,-117
18920,-9433,-15434,-1284
18921,-9240,-15269,-2445
18922,-9046,-15093,-3593
18923,-8851,-14903,-4723
18924,-8653,-14702,-5829
18925,-8453,-14489,-6906
18926,-8252,-14264,-7947
18927,-8049,-14027,-8948
18928,-7845,-13779,-9905
18929,-7639,-13520,-10810
18930,-7431,-13250,-11661
18931,-7222,-12969,-12452
18932,-7012,-12678,-13181
18933,-6800,-12376,-13842
18934,-6586,-12064,-14434
18935,-6372,-11742,-14952
18936,-6156,-11412,-15394
18937,-5938,-11071,-15758
18938,-5720,-10722,-16042
18939,-5500,-10364,-16245
18940,-5280,-9997,-16366
18941,-5058,-9623,-16403
18942,-4835,-9240,-16357
18943,-4611,-8850,-16229
18944,-4386,-8453,-16018
18945,-4161,-8049,-15726
18946,-3934,-7639,-15353
18947,-3707,-7222,-14903
18948,-3479,-6800,-14378
18949,-3250,-6371,-13779
18950,-3021,-5938,-13111
18951,-2791,-5500,-12376
18952,-2560,-5058,-11578
18953,-2329,-4611,-10722
18954,-2097,-4161,-9811
18955,-1866,-3707,-8850
18956,-1633,-3250,-7845
18957,-1401,-2791,-6800
18958,-1167,-2329,-5720
18959,-934,-1865,-4611
18960,-701,-1400,-3479
18961,-467,-934,-2329
18962,-233,-467,-1167
18963,0,0,0
18964,234,468,1168
18965,467,934,2329
18966,701,1401,3479
18967,934,1866,4611
18968,1168,2329,5720
18969,1401,2791,6800
18970,1633,3251,7845
18971,1866,3707,8851
18972,2098,4161,9811
18973,2329,4611,10722
18974,2561,5058,11579
18975,2791,5500,12376
18976,3021,5939,13111
18977,3251,6372,13779
18978,3479,6800,14378
18979,3707,7223,14903
18980,3934,7639,15353
18981,4161,8049,15726
18982,4386,8454,16018
18983,4611,8851,16229
18984,4835,9241,16358
18985,5058,9623,16403
18986,5280,9998,16366
18987,5500,10364,16246
18988,5720,10722,16043
18989,5938,11072,15759
18990,6156,11412,15394
18991,6372,11743,14952
18992,6587,12064,14434
18993,6800,12376,13842
18994,7012,12678,13181
18995,7222,12969,12453
18996,7432,13250,11661
18997,7639,13520,10810
18998,7845,13780,9905
18999,8050,14027,8949
19000,8253,14264,7948
19001,8454,14489,6906
19002,8653,14702,5830
19003,8851,14904,4723
19004,9047,15093,3593
19005,9240,15270,2445
19006,9433,15434,1284
19007,9623,15586,117
19008,9811,15726,-1051
19009,9998,15852,-2213
19010,10182,15966,-3365
19011,10364,16067,-4499
19012,10544,16154,-5610
19013,10722,16229,-6693
19014,10898,16291,-7742
19015,11071,16339,-8752
19016,11243,16373,-9717
19017,11412,16395,-10633
19018,11578,16403,-11495
19019,11743,16398,-12299
19020,11905,16380,-13040
19021,12065,16348,-13716
19022,12222,16304,-14321
19023,12376,16246,-14854
19024,12528,16174,-15312
19025,12678,16090,-15692
19026,12825,15992,-15992
19027,12969,15882,-16211
19028,13111,15758,-16348
19029,13250,15622,-16403
19030,13387,15474,-16373
19031,13520,15312,-16261
19032,13651,15138,-16066
19033,13779,14952,-15790
19034,13905,14754,-15434
19035,14028,14544,-14999
19036,14147,14322,-14489
19037,14264,14088,-13905
19038,14378,13842,-13250
19039,14489,13586,-12528
19040,14597,13319,-11743
19041,14702,13041,-10897
19042,14805,12752,-9997
19043,14903,12453,-9046
19044,15000,12143,-8049
19045,15093,11824,-7012
19046,15183,11496,-5938
19047,15270,11157,-4835
19048,15354,10810,-3707
19049,15434,10454,-2560
19050,15512,10090,-1401
19051,15586,9717,-233
19052,15658,9337,935
19053,15726,8949,2098
19054,15791,8554,3251
19055,15852,8151,4386
19056,15911,7742,5500
19057,15966,7327,6587
19058,16018,6906,7639
19059,16067,6479,8653
19060,16112,6047,9623
19061,16155,5610,10544
19062,16193,5169,11412
19063,16229,4723,12222
19064,16262,4274,12969
19065,16290,3821,13651
19066,16316,3365,14264
19067,16339,2906,14805
19068,16358,2445,15270
19069,16374,1982,15658
19070,16386,1517,15966
19071,16395,1051,16193
19072,16401,584,16339
19073,16403,117,16401
19074,16403,-351,16380
19075,16398,-817,16276
19076,16391,-1284,16090
19077,16380,-1749,15822
19078,16366,-2213,15474
19079,16349,-2675,15047
19080,16328,-3135,14543
19081,16304,-3593,13967
19082,16276,-4047,13319
19083,16246,-4499,12604
19084,16211,-4947,11824
19085,16174,-5390,10985
19086,16134,-5829,10090
19087,16090,-6264,9144
19088,16043,-6693,8151
19089,15992,-7117,7117
19090,15939,-7535,6047
19091,15882,-7947,4947
19092,15822,-8353,3821
19093,15759,-8752,2676
19094,15692,-9143,1517
19095,15622,-9528,351
19096,15549,-9904,-818
19097,15473,-10273,-1982
19098,15394,-10633,-3135
19099,15312,-10985,-4274
19100,15227,-11327,-5390
19101,15138,-11661,-6479
19102,15046,-11985,-7535
19103,14952,-12299,-8553
19104,14854,-12603,-9528
19105,14754,-12897,-10454
19106,14650,-13181,-11327
19107,14543,-13454,-12143
19108,14434,-13715,-12897
19109,14321,-13966,-13586
19110,14206,-14206,-14206
19111,14088,-14434,-14754
19112,13966,-14650,-15227
19113,13843,-14854,-15622
19114,13716,-15046,-15938
19115,13586,-15227,-16174
19116,13454,-15394,-16328
19117,13319,-15549,-16398
19118,13181,-15692,-16386
19119,13040,-15822,-16290
19120,12898,-15939,-16112
19121,12752,-16043,-15852
19122,12604,-16134,-15511
19123,12452,-16211,-15092
19124,12299,-16276,-14597
19125,12143,-16328,-14027
19126,11985,-16366,-13387
19127,11824,-16391,-12678
19128,11661,-16403,-11905
19129,11496,-16401,-11071
19130,11327,-16386,-10182
19131,11157,-16358,-9240
19132,10985,-16316,-8252
19133,10810,-16261,-7222
19134,10633,-16193,-6155
19135,10454,-16112,-5058
19136,10273,-16018,-3934
19137,10090,-15911,-2791
19138,9905,-15790,-1633
19139,9717,-15657,-467
19140,9528,-15511,701
19141,9337,-15353,1866
19142,9144,-15182,3021
19143,8949,-14999,4161
19144,8752,-14804,5280
19145,8553,-14597,6372
19146,8353,-14378,7431
19147,8151,-14147,8453
19148,7948,-13905,9433
19149,7742,-13651,10364
19150,7535,-13386,11243
19151,7327,-13111,12065
19152,7117,-12825,12825
19153,6906,-12528,13520
19154,6694,-12221,14147
19155,6479,-11904,14702
19156,6264,-11578,15183
19157,6047,-11242,15586
19158,5830,-10897,15911
19159,5610,-10544,16154
19160,5390,-10182,16316
19161,5169,-9811,16395
19162,4947,-9433,16391
19163,4723,-9046,16304
19164,4499,-8653,16134
19165,4274,-8252,15882
19166,4048,-7845,15550
19167,3821,-7431,15138
19168,3593,-7012,14650
19169,3365,-6586,14088
19170,3136,-6155,13454
19171,2906,-5720,12752
19172,2676,-5279,11985
19173,2445,-4835,11157
19174,2213,-4386,10273
19175,1982,-3934,9337
19176,1749,-3479,8353
19177,1517,-3021,7327
19178,1284,-2560,6264
19179,1051,-2098,5169
19180,818,-1633,4048
19181,584,-1167,2906
19182,351,-701,1750
19183,117,-233,584
19184,-117,234,-584
19185,-350,701,-1749
19186,-584,1168,-2906
19187,-818,1634,-4047
19188,-1051,2098,-5169
19189,-1284,2561,-6264
19190,-1517,3021,-7327
19191,-1749,3479,-8353
19192,-1982,3934,-9337
19193,-2213,4387,-10273
19194,-2445,4835,-11157
19195,-2675,5280,-11985
19196,-2906,5720,-12751
19197,-3136,6156,-13453
19198,-3365,6587,-14087
19199,-3593,7012,-14650
19200,-3821,7432,-15138
19201,-4048,7845,-15549
19202,-4274,8252,-15881
19203,-4499,8653,-16133
19204,-4723,9047,-16304
19205,-4946,9433,-16391
19206,-5169,9811,-16395
19207,-5390,10182,-16316
19208,-5610,10544,-16154
19209,-5829,10898,-15911
19210,-6047,11243,-15586
19211,-6264,11578,-15182
19212,-6479,11905,-14702
19213,-6693,12221,-14147
19214,-6906,12528,-13520
19215,-7117,12825,-12825
19216,-7327,13111,-12064
19217,-7535,13387,-11242
19218,-7742,13651,-10364
19219,-7947,13905,-9432
19220,-8151,14147,-8453
19221,-8353,14378,-7431
19222,-8553,14597,-6371
19223,-8752,14805,-5279
19224,-8948,15000,-4161
19225,-9144,15183,-3021
19226,-9336,15353,-1866
19227,-9528,15512,-701
19228,-9717,15658,467
19229,-9904,15791,1634
19230,-10090,15911,2791
19231,-10273,16018,3934
19232,-10454,16112,5058
19233,-10633,16193,6156
19234,-10810,16262,7223
19235,-10985,16316,8252
19236,-11157,16358,9240
19237,-11327,16386,10182
19238,-11495,16401,11071
19239,-11661,16403,11905
19240,-11824,16391,12678
19241,-11985,16366,13387
19242,-12143,16328,14028
19243,-12299,16276,14597
19244,-12452,16211,15093
19245,-12603,16134,15512
19246,-12752,16043,15852
19247,-12897,15939,16112
19248,-13040,15822,16290
19249,-13181,15692,16386
19250,-13318,15549,16398
19251,-13453,15394,16328
19252,-13586,15227,16174
19253,-13716,15046,15939
19254,-13842,14855,15622
19255,-13966,14650,15227
19256,-14087,14434,14754
19257,-14206,14206,14206
19258,-14321,13967,13586
19259,-14434,13716,12898
19260,-14543,13454,12143
19261,-14650,13181,11327
19262,-14754,12898,10454
19263,-14854,12604,9528
19264,-14952,12299,8553
19265,-15046,11985,7535
19266,-15138,11661,6479
19267,-15227,11328,5390
19268,-15312,10985,4274
19269,-15394,10633,3136
19270,-15473,10273,1982
19271,-15549,9905,818
19272,-15622,9528,-351
19273,-15692,9144,-1517
19274,-15758,8752,-2675
19275,-15822,8353,-3821
19276,-15882,7947,-4946
19277,-15938,7536,-6047
19278,-15992,7117,-7117
19279,-16042,6693,-8151
19280,-16089,6264,-9144
19281,-16134,5829,-10090
19282,-16174,5390,-10985
19283,-16211,4947,-11824
19284,-16245,4499,-12603
19285,-16276,4048,-13319
19286,-16303,3593,-13966
19287,-16328,3136,-14543
19288,-16348,2676,-15046
19289,-16366,2214,-15473
19290,-16380,1749,-15822
19291,-16391,1284,-16089
19292,-16398,818,-16276
19293,-16403,351,-16380
19294,-16403,-117,-16401
19295,-16401,-584,-16338
19296,-16395,-1051,-16193
19297,-16386,-1517,-15966
19298,-16373,-1981,-15657
19299,-16358,-2445,-15270
19300,-16338,-2906,-14804
19301,-16316,-3365,-14264
19302,-16290,-3821,-13651
19303,-16261,-4274,-12969
19304,-16229,-4723,-12221
19305,-16193,-5169,-11411
19306,-16154,-5610,-10544
19307,-16112,-6047,-9623
19308,-16066,-6479,-8653
19309,-16018,-6906,-7639
19310,-15966,-7327,-6586
19311,-15911,-7742,-5500
19312,-15852,-8151,-4386
19313,-15790,-8553,-3250
19314,-15725,-8949,-2097
19315,-15657,-9336,-934
19316,-15586,-9717,234
19317,-15512,-10090,1401
19318,-15434,-10454,2561
19319,-15353,-10810,3707
19320,-15269,-11157,4835
19321,-15182,-11495,5938
19322,-15092,-11824,7012
19323,-14999,-12143,8050
19324,-14903,-12452,9047
19325,-14804,-12752,9998
19326,-14702,-13040,10898
19327,-14597,-13319,11743
19328,-14489,-13586,12528
19329,-14378,-13842,13250
19330,-14264,-14087,13905
19331,-14147,-14321,14489
19332,-14027,-14543,15000
19333,-13905,-14753,15434
19334,-13779,-14952,15791
19335,-13651,-15138,16067
19336,-13520,-15312,16261
19337,-13386,-15473,16373
19338,-13250,-15622,16403
19339,-13111,-15758,16349
19340,-12969,-15882,16211
19341,-12825,-15992,15992
19342,-12678,-16089,15692
19343,-12528,-16174,15312
19344,-12376,-16245,14855
19345,-12221,-16303,14321
19346,-12064,-16348,13716
19347,-11905,-16380,13040
19348,-11742,-16398,12299
19349,-11578,-16403,11495
19350,-11411,-16395,10633
19351,-11243,-16373,9717
19352,-11071,-16338,8752
19353,-10897,-16290,7742
19354,-10722,-16229,6693
19355,-10544,-16154,5610
19356,-10364,-16066,4499
19357,-10182,-15966,3365
19358,-9997,-15852,2213
19359,-9811,-15725,1051
19360,-9623,-15586,-117
19361,-9433,-15434,-1284
19362,-9240,-15269,-2445
19363,-9046,-15093,-3593
19364,-8850,-14903,-4723
19365,-8653,-14702,-5829
19366,-8453,-14489,-6906
19367,-8252,-14264,-7947
19368,-8049,-14027,-8949
19369,-7845,-13779,-9905
19370,-7639,-13520,-10810
19371,-7431,-13250,-11661
19372,-7222,-12969,-12452
19373,-7012,-12678,-13181
19374,-6800,-12376,-13842
19375,-6586,-12064,-14434
19376,-6371,-11742,-14952
19377,-6156,-11411,-15394
19378,-5938,-11071,-15758
19379,-5720,-10722,-16042
19380,-5500,-10364,-16245
19381,-5280,-9997,-16366
19382,-5058,-9623,-16403
19383,-4835,-9240,-16357
19384,-4611,-8850,-16229
19385,-4386,-8453,-16018
19386,-4161,-8049,-15726
19387,-3934,-7639,-15353
19388,-3707,-7222,-14903
19389,-3479,-6800,-14378
19390,-3250,-6372,-13779
19391,-3021,-5938,-13111
19392,-2791,-5500,-12376
19393,-2560,-5058,-11578
19394,-2329,-4611,-10722
19395,-2098,-4161,-9811
19396,-1866,-3707,-8850
19397,-1633,-3250,-7845
19398,-1400,-2791,-6800
19399,-1167,-2329,-5720
19400,-934,-1866,-4611
19401,-701,-1401,-3479
19402,-467,-934,-2329
19403,-234,-467,-1168
19404,0,0,0
19405,234,468,1168
19406,467,935,2329
19407,701,1401,3479
19408,935,1866,4611
19409,1168,2329,5720
19410,1401,2791,6800
19411,1634,3251,7845
19412,1866,3707,8851
19413,2098,4161,9811
19414,2329,4611,10722
19415,2561,5058,11579
19416,2791,5500,12376
19417,3021,5938,13111
19418,3250,6372,13780
19419,3479,6800,14378
19420,3707,7223,14904
19421,3935,7639,15353
19422,4161,8049,15726
19423,4387,8454,16018
19424,4611,8851,16229
19425,4835,9241,16358
19426,5058,9623,16404
19427,5280,9998,16366
19428,5500,10364,16246
19429,5720,10722,16043
19430,5938,11072,15758
19431,6156,11412,15394
19432,6372,11743,14952
19433,6586,12064,14434
19434,6800,12376,13842
19435,7012,12678,13181
19436,7223,12969,12452
19437,7432,13250,11661
19438,7639,13520,10810
19439,7845,13779,9905
19440,8049,14028,8949
19441,8253,14264,7947
19442,8453,14489,6906
19443,8653,14702,5829
19444,8851,14904,4723
19445,9047,15093,3593
19446,9241,15270,2445
19447,9433,15434,1284
19448,9623,15586,117
19449,9811,15726,-1051
19450,9997,15852,-2213
19451,10182,15966,-3364
19452,10364,16067,-4499
19453,10544,16154,-5610
19454,10722,16229,-6693
19455,10898,16290,-7742
19456,11071,16339,-8752
19457,11243,16374,-9717
19458,11412,16395,-10633
19459,11579,16403,-11495
19460,11743,16398,-12299
19461,11905,16380,-13040
19462,12064,16349,-13715
19463,12221,16304,-14321
19464,12376,16246,-14854
19465,12528,16174,-15312
19466,12678,16090,-15692
19467,12825,15992,-15992
19468,12969,15882,-16211
19469,13111,15758,-16348
19470,13250,15622,-16403
19471,13387,15474,-16373
19472,13520,15312,-16261
19473,13651,15138,-16066
19474,13779,14952,-15790
19475,13905,14754,-15434
19476,14028,14543,-14999
19477,14147,14322,-14489
19478,14264,14088,-13905
19479,14378,13842,-13250
19480,14489,13586,-12528
19481,14597,13319,-11743
19482,14702,13040,-10897
19483,14805,12752,-9997
19484,14903,12452,-9046
19485,15000,12143,-8049
19486,15093,11824,-7012
19487,15183,11495,-5938
19488,15270,11157,-4835
19489,15354,10810,-3707
19490,15434,10454,-2560
19491,15512,10090,-1401
19492,15586,9717,-234
19493,15658,9337,935
19494,15726,8949,2098
19495,15790,8554,3250
19496,15852,8151,4386
19497,15911,7742,5501
19498,15966,7327,6586
19499,16018,6906,7639
19500,16067,6479,8653
19501,16112,6047,9623
19502,16155,5610,10544
19503,16193,5169,11412
19504,16229,4723,12222
19505,16262,4274,12969
19506,16291,3821,13651
19507,16316,3365,14264
19508,16339,2906,14805
19509,16358,2445,15270
19510,16373,1982,15657
19511,16386,1517,15966
19512,16395,1051,16193
19513,16401,584,16339
19514,16403,117,16401
19515,16403,-350,16380
19516,16398,-818,16276
19517,16391,-1284,16090
19518,16380,-1749,15822
19519,16366,-2213,15474
19520,16349,-2676,15046
19521,16328,-3136,14544
19522,16304,-3593,13967
19523,16276,-4048,13319
19524,16245,-4499,12603
19525,16211,-4947,11824
19526,16174,-5390,10985
19527,16134,-5829,10090
19528,16090,-6264,9144
19529,16043,-6693,8151
19530,15992,-7117,7117
19531,15939,-7535,6047
19532,15882,-7947,4947
19533,15822,-8353,3821
19534,15758,-8752,2676
19535,15692,-9143,1517
19536,15622,-9528,351
19537,15550,-9905,-817
19538,15473,-10273,-1982
19539,15394,-10633,-3135
19540,15312,-10985,-4274
19541,15227,-11327,-5390
19542,15138,-11661,-6479
19543,15046,-11985,-7535
19544,14952,-12299,-8553
19545,14855,-12603,-9528
19546,14754,-12897,-10454
19547,14650,-13181,-11327
19548,14544,-13454,-12143
19549,14434,-13716,-12897
19550,14322,-13966,-13586
19551,14206,-14206,-14206
19552,14088,-14434,-14754
19553,13966,-14650,-15226
19554,13842,-14854,-15622
19555,13716,-15046,-15939
19556,13586,-15226,-16174
19557,13454,-15394,-16328
19558,13319,-15549,-16398
19559,13181,-15692,-16386
19560,13040,-15821,-16290
19561,12898,-15939,-16112
19562,12752,-16042,-15852
19563,12603,-16134,-15511
19564,12453,-16211,-15093
19565,12299,-16276,-14597
19566,12143,-16327,-14027
19567,11985,-16366,-13386
19568,11824,-16391,-12678
19569,11661,-16403,-11904
19570,11495,-16401,-11071
19571,11328,-16386,-10182
19572,11157,-16357,-9240
19573,10985,-16316,-8252
19574,10810,-16261,-7222
19575,10633,-16193,-6156
19576,10454,-16112,-5058
19577,10273,-16018,-3934
19578,10090,-15910,-2791
19579,9905,-15790,-1633
19580,9717,-15657,-467
19581,9528,-15511,701
19582,9337,-15353,1866
19583,9144,-15183,3021
19584,8949,-14999,4161
19585,8752,-14804,5280
19586,8554,-14597,6372
19587,8353,-14378,7432
19588,8151,-14147,8454
19589,7948,-13905,9433
19590,7742,-13651,10364
19591,7535,-13387,11243
19592,7327,-13111,12065
19593,7117,-12825,12825
19594,6906,-12528,13520
19595,6693,-12221,14147
19596,6479,-11905,14702
19597,6264,-11578,15183
19598,6047,-11242,15586
19599,5829,-10897,15911
19600,5611,-10544,16154
19601,5390,-10182,16316
19602,5169,-9811,16395
19603,4947,-9433,16391
19604,4723,-9046,16304
19605,4499,-8653,16134
19606,4274,-8252,15882
19607,4048,-7845,15549
19608,3821,-7431,15138
19609,3593,-7012,14650
19610,3365,-6586,14088
19611,3136,-6155,13454
19612,2906,-5720,12752
19613,2676,-5280,11985
19614,2445,-4835,11157
19615,2214,-4386,10273
19616,1982,-3934,9337
19617,1749,-3479,8353
19618,1517,-3021,7327
19619,1284,-2560,6264
19620,1051,-2098,5169
19621,818,-1633,4048
19622,584,-1168,2906
19623,351,-701,1749
19624,117,-234,584
19625,-117,234,-584
19626,-351,701,-1749
19627,-584,1168,-2906
19628,-817,1633,-4047
19629,-1051,2098,-5169
19630,-1284,2560,-6264
19631,-1517,3021,-7327
19632,-1749,3479,-8353
19633,-1981,3934,-9336
19634,-2213,4386,-10273
19635,-2445,4835,-11157
19636,-2676,5280,-11985
19637,-2906,5720,-12752
19638,-3136,6156,-13454
19639,-3365,6586,-14088
19640,-3593,7012,-14650
19641,-3821,7431,-15138
19642,-4048,7845,-15549
19643,-4274,8252,-15882
19644,-4499,8653,-16134
19645,-4723,9046,-16303
19646,-4946,9433,-16391
19647,-5169,9811,-16395
19648,-5390,10182,-16316
19649,-5610,10544,-16154
19650,-5829,10898,-15911
19651,-6047,11243,-15586
19652,-6264,11579,-15183
19653,-6479,11905,-14702
19654,-6693,12222,-14147
19655,-6906,12528,-13520
19656,-7117,12825,-12825
19657,-7327,13111,-12064
19658,-7535,13387,-11243
19659,-7742,13651,-10364
19660,-7947,13905,-9433
19661,-8151,14147,-8453
19662,-8353,14378,-7431
19663,-8553,14597,-6371
19664,-8752,14805,-5279
19665,-8949,15000,-4161
19666,-9144,15183,-3021
19667,-9336,15353,-1866
19668,-9528,15512,-701
19669,-9717,15658,468
19670,-9904,15790,1634
19671,-10090,15911,2791
19672,-10273,16018,3934
19673,-10454,16112,5058
19674,-10633,16193,6156
19675,-10810,16261,7223
19676,-10985,16316,8253
19677,-11157,16358,9240
19678,-11327,16386,10182
19679,-11495,16401,11072
19680,-11661,16403,11905
19681,-11824,16391,12678
19682,-11985,16366,13387
19683,-12143,16328,14027
19684,-12299,16276,14597
19685,-12452,16211,15093
19686,-12603,16134,15512
19687,-12752,16043,15852
19688,-12897,15939,16112
19689,-13040,15822,16290
19690,-13181,15692,16386
19691,-13318,15550,16399
19692,-13453,15394,16328
19693,-13586,15227,16174
19694,-13716,15046,15939
19695,-13842,14854,15622
19696,-13966,14650,15227
19697,-14088,14434,14754
19698,-14206,14206,14206
19699,-14321,13967,13586
19700,-14434,13716,12898
19701,-14543,13454,12143
19702,-14650,13181,11327
19703,-14754,12898,10454
19704,-14854,12603,9528
19705,-14952,12299,8554
19706,-15046,11985,7536
19707,-15138,11661,6479
19708,-15226,11328,5390
19709,-15312,10985,4274
19710,-15394,10633,3136
19711,-15473,10273,1982
19712,-15549,9905,818
19713,-15622,9528,-350
19714,-15692,9144,-1517
19715,-15758,8752,-2675
19716,-15822,8353,-3821
19717,-15881,7948,-4946
19718,-15939,7535,-6047
19719,-15992,7117,-7117
19720,-16042,6694,-8151
19721,-16090,6264,-9143
19722,-16133,5830,-10090
19723,-16174,5390,-10985
19724,-16211,4947,-11824
19725,-16245,4499,-12603
19726,-16276,4048,-13318
19727,-16304,3593,-13966
19728,-16327,3136,-14543
19729,-16348,2676,-15046
19730,-16366,2213,-15473
19731,-16380,1750,-15821
19732,-16391,1284,-16089
19733,-16398,818,-16276
19734,-16402,351,-16380
19735,-16403,-117,-16401
19736,-16401,-584,-16339
19737,-16395,-1051,-16193
19738,-16386,-1517,-15966
19739,-16373,-1982,-15657
19740,-16357,-2445,-15270
19741,-16339,-2906,-14804
19742,-16316,-3364,-14264
19743,-16290,-3821,-13651
19744,-16261,-4274,-12969
19745,-16229,-4723,-12221
19746,-16193,-5169,-11412
19747,-16154,-5610,-10544
19748,-16112,-6047,-9623
19749,-16066,-6479,-8653
19750,-16018,-6906,-7639
19751,-15966,-7327,-6586
19752,-15911,-7742,-5500
19753,-15852,-8151,-4386
19754,-15790,-8553,-3250
19755,-15725,-8948,-2097
19756,-15657,-9336,-934
19757,-15586,-9717,234
19758,-15512,-10090,1401
19759,-15434,-10454,2561
19760,-15353,-10810,3707
19761,-15269,-11157,4835
19762,-15183,-11495,5939
19763,-15093,-11824,7012
19764,-14999,-12143,8049
19765,-14903,-12452,9047
19766,-14804,-12752,9998
19767,-14702,-13040,10898
19768,-14597,-13318,11743
19769,-14489,-13586,12528
19770,-14378,-13842,13250
19771,-14264,-14088,13905
19772,-14147,-14321,14489
19773,-14027,-14543,15000
19774,-13905,-14754,15434
19775,-13779,-14952,15790
19776,-13651,-15138,16067
19777,-13520,-15312,16262
19778,-13386,-15473,16374
19779,-13250,-15622,16403
19780,-13111,-15758,16348
19781,-12969,-15882,16212
19782,-12825,-15992,15992
19783,-12678,-16090,15692
19784,-12528,-16174,15312
19785,-12376,-16245,14854
19786,-12221,-16303,14322
19787,-12064,-16348,13716
19788,-11905,-16380,13041
19789,-11742,-16398,12299
19790,-11578,-16403,11496
19791,-11412,-16395,10633
19792,-11243,-16373,9717
19793,-11071,-16339,8752
19794,-10898,-16290,7742
19795,-10722,-16229,6694
19796,-10544,-16154,5610
19797,-10364,-16067,4499
19798,-10182,-15966,3365
19799,-9997,-15852,2213
19800,-9811,-15725,1051
19801,-9623,-15586,-117
19802,-9432,-15434,-1284
19803,-9240,-15270,-2445
19804,-9046,-15093,-3593
19805,-8851,-14903,-4723
19806,-8653,-14702,-5829
19807,-8453,-14489,-6906
19808,-8252,-14264,-7947
19809,-8049,-14027,-8948
19810,-7845,-13779,-9905
19811,-7639,-13520,-10810
19812,-7431,-13250,-11661
19813,-7222,-12969,-12452
19814,-7012,-12678,-13181
19815,-6800,-12376,-13842
19816,-6586,-12064,-14434
19817,-6371,-11742,-14952
19818,-6155,-11411,-15394
19819,-5938,-11071,-15758
19820,-5720,-10722,-16042
19821,-5500,-10364,-16245
19822,-5280,-9997,-16366
19823,-5058,-9623,-16403
19824,-4835,-9240,-16357
19825,-4611,-8851,-16229
19826,-4386,-8453,-16018
19827,-4161,-8049,-15725
19828,-3934,-7639,-15353
19829,-3707,-7222,-14903
19830,-3479,-6800,-14378
19831,-3250,-6371,-13779
19832,-3021,-5938,-13111
19833,-2791,-5500,-12376
19834,-2560,-5058,-11578
19835,-2329,-4611,-10722
19836,-2098,-4161,-9811
19837,-1865,-3707,-8851
19838,-1633,-3250,-7845
19839,-1400,-2791,-6800
19840,-1167,-2329,-5720
19841,-934,-1865,-4611
19842,-701,-1400,-3479
19843,-467,-934,-2329
19844,-234,-467,-1167
19845,0,0,0
19846,234,468,1168
19847,467,935,2329
19848,701,1401,3479
19849,935,1866,4611
19850,1168,2329,5720
19851,1401,2791,6800
19852,1634,3250,7845
19853,1866,3707,8851
19854,2098,4161,9811
19855,2329,4611,10722
19856,2560,5058,11579
19857,2791,5501,12376
19858,3021,5938,13111
19859,3250,6372,13779
19860,3479,6800,14378
19861,3707,7222,14903
19862,3935,7639,15354
19863,4161,8050,15726
19864,4386,8454,16018
19865,4611,8851,16229
19866,4835,9241,16358
19867,5058,9623,16404
19868,5280,9998,16366
19869,5500,10364,16246
19870,5720,10722,16043
19871,5938,11072,15759
19872,6156,11412,15394
19873,6372,11743,14952
19874,6586,12065,14434
19875,6800,12376,13842
19876,7012,12678,13181
19877,7222,12969,12453
19878,7431,13250,11661
19879,7639,13520,10810
19880,7845,13780,9905
19881,8049,14028,8949
19882,8253,14264,7948
19883,8454,14489,6906
19884,8653,14702,5829
19885,8851,14904,4723
19886,9047,15093,3593
19887,9240,15270,2445
19888,9433,15434,1284
19889,9623,15586,117
19890,9811,15726,-1051
19891,9998,15852,-2213
19892,10182,15966,-3364
19893,10364,16067,-4499
19894,10544,16155,-5610
19895,10722,16229,-6693
19896,10898,16291,-7742
19897,11072,16339,-8752
19898,11243,16374,-9717
19899,11412,16395,-10633
19900,11578,16404,-11495
19901,11743,16398,-12299
19902,11905,16380,-13040
19903,12065,16348,-13715
19904,12222,16304,-14321
19905,12376,16245,-14854
19906,12528,16174,-15312
19907,12678,16090,-15692
19908,12825,15992,-15992
19909,12969,15882,-16211
19910,13111,15758,-16348
19911,13250,15622,-16402
19912,13387,15473,-16373
19913,13520,15312,-16261
19914,13651,15138,-16066
19915,13779,14952,-15790
19916,13905,14754,-15434
19917,14027,14543,-15000
19918,14147,14321,-14489
19919,14264,14088,-13905
19920,14378,13843,-13250
19921,14489,13586,-12528
19922,14597,13319,-11743
19923,14702,13040,-10897
19924,14804,12752,-9997
19925,14904,12453,-9046
19926,15000,12143,-8049
19927,15093,11824,-7012
19928,15183,11495,-5938
